cs_textrec_ID,cs_ID,text::t_notes,text::t_ID,cs_code_ follower.benefits,cs_code_ follower.costs,cs_code_ leader.benefits,cs_code_ leader.costs,cs_code_leadership_other_traits,cs_code_leadership.norms,cs_code_leadership_qualities,cs_code_leadership_functions,cs_code_group_choose,cs_code_group_purpose,cs_code_group_structure
344,10313,Peasents choose to move with chief,344,"When a chief was moved, his peasants moved with him or not as they pleased.","Only persons who had been especially favoured by him were considered to be under an obligation to go with him,",-1,-1,"When a chief was moved, his peasants moved with him or not as they pleased. ",-1,-1,-1,-1,-1,chiefdom
345,10314,Succession of chieftancies ,345,-1,-1,"Conversely, satisfactory service was rewarded by promotion to the control of larger and larger areas......The only definite security which a chief had was that he would never revert altogether to the status of a peasant; however deep his disgrace, he would at least be left in control of some ten or twenty men","Failure to carry out the duties of government—to remit taxes punctually, keep the paths open, and so forth—cowardice in war, unpopularity, which was taken as a sign of bad government, or any personal offence towards the king, was punished with deposition",-1,"this constant change was a very marked feature of Baganda life. It was every Muganda’s ambition to rise in this way, and there are still old men alive who have held nine or ten different chieftainships.",-1,"remit taxes punctually, keep the paths open",-1,-1,chiefdom
346,10315,Peasants description of good leaders,346,-1,-1,"But he who has many people will eat sweet potatoes, bananas, fowls, and goats.”",-1,-1,"A kind man deserves to rule others. A peasant will say, ‘So-and-so speaks fairly,’ and he takes him a present. A kind man gets followers, because he does not insist on his rights. He does not make a fuss.",,-1,-1,-1,village
347,10316,Followers ideas and expectations,347,"The chief would kill cattle when he saw that they were tired; they ate their fill and then worked with all their might...he was also expected to distribute meat whenever he killed, if not to kill for the express purpose of making a distribution. ",-1,-1,-1,-1,"an ill-tempered or arrogant chief is said to have rapidly lost his followers....But he was also expected to distribute meat whenever he killed, if not to kill for the express purpose of making a distribution. ","The essential qualities of a good chief were once defined to me as “beer, meat, and politeness.” Peasants who worked for him expected cattle to be killed for them. “",-1,-1,-1,chiefdom
348,10317,Duties of cheifs,348,-1,-1,-1,-1,-1,-1,-1,"The other duties of the chief consisted in organizing the execution of the king’s commands in the matter of war, the collection of taxes, building in the royal enclosure, and clearing roads. Of these activities warfare stands in a place by itself, ",-1,-1,chiefdom
349,10318,Women gain influence through men's status ,349,-1,-1,-1,-1,"The wives of a prince, a chief or a noble living in a large household took status from their husband and often acted in quite a commanding way to men employed in the household, or to lowly guests; upper-class women still behave in this way today. 4 It is true that old-time princesses were said to have acted like men, to have received the deference due to men, and to have been referred to by male titles.",-1,-1,-1,-1,-1,-1
350,10319,Organization of women's leadership structures ,350,-1,-1,-1,-1,The three senior wives of the Kabaka and of important chiefs had fixed titles which reflected those used by political title holders at the king’s court. ,-1,-1,-1,-1,-1,-1
351,10320,Qualities of chiefs ,351,-1,-1,-1,-1,-1,A chief should conceal his emotions from his inferiors and appear unapproachable to them. He should wear an impassive mask and act as a holder and hider of secrets; he must never on any account lose face or show that he has been humiliated. ,-1,-1,-1,-1,chiefdom
352,10321,Benefits to follower,352,Command over a military expedition was a favour granted by the king to a loyal follower,any subject’s refusal to fight was regarded as treachery to the king,-1,-1,Fallers cites Kagwa’s account of the public humiliation of warriors thought to have failed in courage in battle. There is even an indication that social status and the right to positions of authority depended on ability or willingness to fight for the king. ,-1,-1,Command over a military expedition was a favour granted by the king to a loyal follower,-1,-1,-1
353,10322,King expected to outperform lower chiefs in ritual game of wits ,353,-1,-1,-1,-1,-1,"In the same ceremony the king plays at mweso (the board game) with some of his princes and nobles and is described as ‘playing Buganda at mweso ’. It is explained by informants, usually with great enthusiasm, that it is essential for the Kabaka to win at the game. He must show himself cleverer than all his chiefs: ‘He must win! He must win!’ ",-1,-1,-1,-1,kingdom
354,10323,"Followers, bandwagon effect ",354,-1,-1,-1,-1,"‘Fickleness’ and ‘treachery’ can also be accounted for in terms of the insecurities inherent in a political system, in which a man had not only to choose a patron but also to be ready to abandon the patron if he were about to be disgraced. In such cases the man who climbed quickest on to the next band-wagon was the most likely to survive. There was no danger greater than being found on the losing side. Hence the phenomenon [Page 307] which has been so characteristic of the history of Buganda: the slow reaction to a change in the balance of power, followed by a very sudden volte-face when it has become clear which leader is coming out on top....This band-wagon phenomenon, if we may so describe it, is characteristic of this type of political structure, and an understanding of its nature is essential to the student of modern Ganda politics.",-1,-1,-1,-1,-1,-1
355,10324,"Fluid egalitarian type leadership, nonhereditary ",355,-1,-1,-1,-1,Any leader’s authority was based on successful performance rather than inherited right,Leadership in Somali society was fluid and informal,-1,-1,-1,-1,-1
356,10325,Religious leadership sort of inherited / transferred,356,-1,-1,-1,-1,-1,-1,"Wheras the former was seen as having the capacity to divine, bless, and mediate",-1,-1,-1,religious group 
357,10326,"Type of leaders, mediates conflict between clans ",357,-1,-1,-1,"the sultan of Majeerteenia, once the nominal head of the entire confederation, retained authority only over his own subclan, while new leaders emerged at the heads of smaller tribal groups to assert their independence from the sultanate.",-1,-1,-1,they sought to settle feuds among competing local lineages,-1,-1,smaller tribal groups
358,10327,Mystical knowledge important in political leadership ,358,"This mystical authority was seen to improve his ability as a mediator, as a diviner, and as a protector of his followers",-1,-1,-1,"A clan leader who sought to extend his authority over other clans could be aided by an education in the “secrets” of religion, to supplement a prestigious patriline and strong numerical backing (from clansmen or affines)....This mystical authority was seen to improve his ability as a mediator, as a diviner, and as a protector of his followers",-1,a knowledge of the mystical arts had become an important component of political leadership.,-1,-1,-1,clan
359,10328,"Costs of leadership, loss of prestige, religious due to warfare setback ",359,-1,-1,-1,the legendary Sultan Yusuf Muhammad was killed in a battle,-1,-1,-1,-1,-1,-1,sultanite
360,10329,"Connection of religion and political leadership, benefits of leaders ",360,-1,-1,These powers have often been the basis for changing the elective regime of the chief into a hereditary one; ,"the king assumes the figure of an earthly incarnation of the Sky-God; he must avoid, as is also the custom among the Z[unknown]in_är[unknown]o ( 1 ), going out during the day, to avoid being seen—by means of the sun—by the celestial God, and—among other tribes—he must avoid meeting the glance of kings of neighboring states with equal power. ",-1,-1,-1,"Such a religious function of the tribal chief, that is to say, presiding also over the relations between his people and the supernatural world",-1,-1,"chiefdom, nested under kingdom, kingdom"
361,10330,"Some chiefs hereditary, others not ",361,-1,-1,-1,-1,-1,-1,-1,"It is up to him, after the sacrifice, to pronounce the formula of benediction for the tribe;...if a member of the hereditary chief’s family is present, it is up to him and not the head of the group to conduct the sacrifices.",-1,-1,chiefdom
362,10331,"Power of chiefs, perceived supernatural power ",362,-1,-1,-1,-1,-1,-1,"The hereditary tribal chieftain can, by pronouncing formulas of malediction, destroy a tribe or bring about grave disasters. ..the chief has magical power over single members of the tribe as well: ","with favorable formulas he can bring about the fertility of women and animals, or, by cursing them, he can afflict them with sterility; he can cure disease or initiate it, etc.",-1,-1,chiefdom
363,10332,Functions of type of chief ,363,-1,-1,-1,-1,-1,-1,-1," the duty of presiding over the three fundamental functions of the tribe: the vendetta, marriage, funerals. ...The chief of the tribe or of the people was then supposed to ensure the peace of his ethnic group; and thus to decide upon or to agree to a solution for the quarrels among his followers....the chief of the tribe or people governed the relations of his followers with the other tribes or peoples, ...or discussing the controversies and planning acts of force against hostile peoples.",-1,-1,-1
364,10333,Conflict resolution ,364,-1,-1,-1,-1,-1,-1,-1,while those between the peoples of the same tribe were settled directly between the chiefs of the individual peoples.,-1,-1,chiefdom
365,10334,Types of chiefs ,365,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
366,10335,"Rights and roles of chiefs/kings, collect taxes ",366,-1,taxes,"The Sultan exercises his power over the fractions of the Migiurtini tribe and over the Discisciu by means of his emissaries, who collect taxes for him and act as intermediaries between him and the chiefs of the fractions themselves. ",-1,-1,-1,-1,"The Sultan exercises his power over the fractions of the Migiurtini tribe and over the Discisciu by means of his emissaries, who collect taxes for him and act as intermediaries between him and the chiefs of the fractions themselves. ",-1,-1,kingdom
367,10336,"Benefit of king, not going to war?",367,-1,-1,The Sultan does not lead the army of the tribe in war. He names a chief of the armed forces.,-1,-1,-1,-1,The Sultan does not lead the army of the tribe in war. He names a chief of the armed forces.,-1,-1,chief
368,10337,Informal leadership in hamlet ,368,-1,-1,-1,-1,-1,-1,-1,-1,Every adult free-born male speaks in council and the effective leadership of the hamlet depends upon its kinship structure. ,-1,hamlet
369,10338,Leaders look over lineage ,369,-1,-1,-1,-1,-1,-1,-1," it is important for leaders to represent and watch over the interests of their lineages in administrative headquarters. In addition to participating in court cases in which their groups are concerned, a great deal of time is spent in wrangling with the elders of other lineages and with the administrative authorities over payment of blood-compensation.",-1,-1,local group
370,10339,"Informal, age based ",370,-1,-1,-1,-1,-1,-1,"there is at least one elder whose leadership, in no way rigidly defined and with the power to influence through advice and not to give orders, is generally acknowledged by the members of the village. He is always a man of the numerically dominant lineage round which the settlement is formed.",-1,-1,-1,village hamlet
371,10340,"In these groups, multiple leaders disrupts ",371,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
372,10341,"Age, too old not listened too ",372,-1,-1,-1,-1,-1,-1,"Age in itself, if accompanied by wisdom and long experience of politics and not weakened by senility, is an important factor in the attention paid to an elder’s views in council.",-1,-1,-1,lineage
373,10342,Benefits and qualities of Sultan ,373,-1,-1,"Because of his privileged position and the nominal respect paid to him, he is sometimes offered gifts of tribute ( abaalgud, sado ) and shown other gestures of respect...Sometimes, as on his installation, he may be given a girl in marriage by his people without any payment of bride-wealth. ",-1,-1,"In speaking of their Sultans, Somali tend to emphazise the dignity of the office, the weightiness of their words, and the authority of their rulings and decisions...It is only through the [Page 207] possession of those qualities which give any Somali elder a following that a Sultan can exert effective leadership","Generosity and liberality earn him praise and fame, often even outside his own clan. In speaking of their Sultans, Somali tend to emphazise the dignity of the office, the weightiness of their words, and the authority of their rulings and decisions",-1,-1,-1,sultanite
374,10343,qualities of leaders in context ,374,-1,-1,-1,-1,-1,-1, a man of religion of outstanding personality can marshal widespread public support and assume political leadership.,-1,-1,-1,-1
375,10344,Benefits to war leaders ,375,The leader is entitled to a larger share in any captured booty than that allotted to ordinary members of the party,-1,-1,-1,-1,-1,-1,-1,military acomplishments,defense unit ,military company
376,10345,Based on achieved and genealogy ,376,-1,-1,-1,-1,-1,"Whereas formerly, economic, political, and social status were not tied—as status and leadership were based largely on genealogy and achieved reputation, and dependency implied less economic helplessness—today they are becoming increasingly coterminous.",-1,-1,-1,-1,-1
377,10346,Personal qualities = leadership roles ,377,-1,-1,-1,-1,-1,-1,"There is no formalized authority above the awaqil, although one of the awaqil might acquire a position of informal leadership by virtue of personal or other qualities. ",-1,-1,-1,-1
378,10347,Functions of this type of leaders ,378,-1,-1,-1,"When a member is financially unable to pay his share, the Aqila is expected to pay for him and collect at a later time when the member is in a position to make such payment.",But the one important characteristic of the Bait which distinguishes it as a political unit is the existence of a formally recognized leadership in the position of the Aqila (lit. wiseman). The Bait is the only structural unit with such formalized leadership. ,-1,-1,He settles disputes among them and represents them in their disputes with outsiders. He is also the spokesman of his Bait in all matters involving the relationship of the Bait with the other tribal segments. He is responsible for the collection of the bloodmoney from members of his Bait and has the authority to confiscate property of individual members who refuse to pay their share,-1,-1,tribal segment
379,10348,Old headman style leadership ,379,-1,-1,-1,-1, The headman had strong authority over members of his camp.,-1,-1,headman who made the major decisions of where and when the camp should move. ,-1,-1,local group
380,10349,"Leaders function , disputes between groups ",380,-1,-1,-1,-1,-1,-1,-1,The key role in the process of mediation in dispute settlements is done by the Aqila or the leader of the bait. ,-1,-1,-1
381,10350,Lack of formal central leadership ,381,-1,-1,-1,-1,"The sources of the aqila’s authority derive from a number of sources, one of which is his judicial role. ",-1,-1,"The sources of the aqila’s authority derive from a number of sources, one of which is his judicial role. It is through him that disputes involving members of his bait are solved. ",-1,-1,tribal segment
382,10351,Empathy important quality ,382,-1,-1,-1,-1,-1,-1,Empathy is a primary trait of the charismatic leader and the “cultural broker” who seeks to manipulate social relations,-1,-1,-1,-1
383,10352,"All men compete for leadership, outside threats bring unity ",383,-1,-1,-1,-1,-1,Chiefs provide a core around which people congregate. They also articulate the political frameworks by their and their adherents’ movements and by the manipulation of their often far-flung networks of relationships. ,-1,-1,-1,-1,chiefdom
384,10353,Leadership over movements ..??,384,-1,-1,-1,-1,"Yet, if there is one moment when a consensus on leadership is intractably difficult, it is one of stress: stress itself causes enough problems without compounding it with a decision about leadership. Unless there is agreement on a leader prior to stress, then there is nothing to prevent the chaos of anyone and everyone gratuitously offering their services",-1,-1," The idea of situational leadership derives from the failure to include within the purview of leadership the unspectacular events of daily living, such as the annually recurring moves to new pastures, the seasonal movements between pasture lands and watering points, decisions about marriage, and the like.",-1,-1,situational leardership
385,10354,Qualities of leaders ,385,-1,-1,-1,-1,-1,"While it is obviously true to say that a man’s personality characterises the style with which he practises his power, personality is peripheral to the problem of leadership, neither endowing a man with it nor debarring him from it. "," Rhetorical powers, argumentative skills, the ability to persuade, and physical characteristics are the kind of qualities which, singly or in combination, are cited to account for the leadership of particular shaikhs, and the Bedouin would concur with the view that such is the stuff of which their shaikhs are made—or of which they would prefer them to be made. ",-1,-1,-1,-1
386,10355,"Leadership is situation, accumulation of resources ",386,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,tribal segment
387,10356,"Maintaining power, demands of followers ",387,"Gifts of the kind mentioned, which pass from the shaikh to his followers, are payment in kind for the labour of some of them",-1,"Gifts of the kind mentioned, which pass from the shaikh to his followers, are payment in kind for the labour of some of them",-1,"Being a follower means much more than extracting gain from a leader. The leader needs to differentiate among his agnates to acquire access to the natural resources, to possess some of the shares of his agnates in them, and thereby gain the power to distribute products, to accede in a de facto sense to proprietary control over them. But to maintain the increase in the flocks and herds which this kind of access permits, he perforce needs to command a labour force, which, in the circumstances, can only be made up of followers. Gifts of the kind mentioned, which pass from the shaikh to his followers, are payment in kind for the labour of some of them","A shaikh must largely carry his followers in several respects: he is the main provider of meat in a camp; he gives freely but carefully of his supplies of wool, milk and clarified butter; he provides camels for transport; and he is expected to provide for the poor on occasions such as the Great Feast, weddings, funerals, and for the numerous contingencies which befall his followers. ","A shaikh must largely carry his followers in several respects: he is the main provider of meat in a camp; he gives freely but carefully of his supplies of wool, milk and clarified butter; he provides camels for transport; and he is expected to provide for the poor on occasions such as the Great Feast, weddings, funerals, and for the numerous contingencies which befall his followers. ",-1,-1,-1,-1
388,10357,Bridewealth and female leaders ,388,-1,-1,-1,-1,"Women are not merely links, providing the cross-cutting ties that bind men together. Their positions constitute the reference points on the map of any corporate group’s political relationships.",-1,"A high bridewealth endows a woman with high status, enabling her to become a kind of chief woman of a camp; she occupies this role because the responsibility of mediating a major political connection has been allocated to her. 9",-1,-1,-1,-1
389,10358,Female leadership ,389,-1,-1,-1,-1,These female leaders rely on women for support; leadership among women is not given them ex gratia by males. ,-1,-1," In most camps a leading woman is present, usually the wife of the camp shaikh, who greets guests on their arrival and entertains visitors in the absence of males. ",-1,-1,-1
390,10359,Benefits to chiefs ,390,-1,"The chiefs, to sum it up, aggrandized themselves at the expense of their tribesmen.","The chiefs' houses began to grow by leaps and bounds (by corvée, but in this case unpaid) as new walls and towers were added. Bare mud walls were plastered over neatly and plaster incised with zellij-work decorated their guest rooms, this, in turn, covered over with brocades and velvet hangings. Elaborate English silver tea services began to grace the chiefs' tables, setting along-side Austrian crystal tea glasses. Large storage-rooms were added on, where enormous reserves of grain were stored. In the style of the old-time chiefs, they surrounded themselves with retainers whom they unabashedly referred to as “soldiers” ( imoxznyn ). ...Since the chiefs also monopolized contact with the Bureau, if a tribesman had business with the government he had first to get the attention of his chief, and this required at least a small present, perhaps a carpet or a new glass for his tea service (two of the chiefs rapidly ran out of space to store their growing collection of gifts and had to have new rooms built onto their houses for this purpose).",-1,"The chiefs, to sum it up, aggrandized themselves at the expense of their tribesmen.",-1,-1,-1,-1,-1,chiefdom
391,10360,Benefits of chiefs ,391,-1,-1,"Soon a great chief comes to possess about a hundred wives, without counting the slaves, by whom he has numerous sons.",-1,-1,-1,-1,-1,-1,-1,-1
392,10361,"System of appointment, govt relations, relations of chieftaincies ",392,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,chiefdom sub-division
393,10362,Importance of matrilineal status impacting appoitment ,393,-1,-1,-1,-1,-1,"For there never were enough chieftainships to go round all the clan. I use the word sister frequently as a matter of convenience but the word mother represents the ultimate test. A man takes his seniority from his mother, consequently in a large clan it is only the sons of senior namfumu (mothers of chiefs) who can expect to get a chieftainship.",-1,-1,-1,-1,-1
394,10363,"Cost of chiefs, after death, political stuggle ??",394,-1,-1,that reigning chiefs always push their own sons at the expense of the sons of deceased chiefs,-1,that reigning chiefs always push their own sons at the expense of the sons of deceased chiefs,,-1,-1,-1,-1,chiefdom sub-division
395,10364,Ability matters within inheritance,395,-1,-1,-1,-1,So when a chief’s appointment comes vacant there is some indication of the abilities of the sons.,-1,-1,-1,-1,-1,chiefdom
396,10365,Chiefs use religion to gain power ,396,-1,-1,-1,-1,"he chiefs had managed to manipulate religion to enhance their own power. ...This cult had slowly acquired more power and authority than the ritual of the House-shrine, in spite of the women’s insistence on service to the immediate family spirits and to the guardians of the land.",-1,-1,-1,-1,-1,chiefdom
397,10366,Functions and appointment of cheifs,397,-1,-1,-1,-1,"The mwine mushi was the local priest, often the son of a secondary wife and regarded as a mwine caalo (owner of the land) or shimatongwa (an original inhabitant). The Mwine wa mushi was the governor of the village, who was centrally appointed and saw to it that royal ritual was observed, for example that nobody would sow grain before the principal Mukabenye (the wife of the central Shrine) of the Paramount Chief had given the sign",-1,-1,"The Mwine wa mushi was the governor of the village, who was centrally appointed and saw to it that royal ritual was observed, for example that nobody would sow grain before the principal Mukabenye (the wife of the central Shrine) of the Paramount Chief had given the sign",-1,-1,-1
398,10367,Power of chiefs ,398,-1,-1,-1,-1, The Paramount chief relied on his ritual powers for control. In the eyes of the people he had now control over the fertility of the land. He possessed the sacred relics of the dead chiefs and by clever distribution to senior and junior chiefs he established a hierarchy of control.,-1,-1,-1,-1,-1,chiefdom
399,10368,Importance of oratory skills ,399,-1,-1,-1,-1,-1,-1,The oral medium is an essential factor in defining the nature and function of Bemba authority,-1,-1,-1,chiefdom
400,10369,"Benefits of chiefs ?, role of kinship in political structure ",400,-1,-1,-1,-1,The most powerful sanctions of authorities are their popularity and the sentiments of loyalty and cohesion. These in turn are fostered by the intimate knowledge and face-to-face encounters in the exercise of their power. ,"At every level of juridical, administrative, ritual, economic, and military power, relatives of chiefs and sub-chiefs serve as village heads, priests, advisors, messengers, et al",-1,-1,-1,-1,chiefdom
401,10370,Cultural model of chiefs as wise ,401,-1,-1,The royal wisdom frees him from the communal rules of decorum,-1,"For example, the chief’s knowledge gives him the transcendence which poetically associates him with the uncanny",-1,-1,-1,-1,-1,chiefdom
402,10371,"Descriptions of chiefs, / depiction of chiefs ",402,-1,-1,-1,-1,The chief has an uncanny ontological power over his whole territory,-1,"He controls the land by his sex life and ritual leadership, “making it good, and setting it in order with his blessings” Kuwamya, Kufunga mate no kulungame calo (Richards 1939, 248). “The chief’s life cycle affects the cosmic commonweal”",-1,-1,-1,chiefdom
403,10372,Loss of power with British literacy approach ,403,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
404,10373,Function of chiefs (past to present),404,-1,-1,-1,-1,-1,-1,-1,"One of his functions was formerly the administration of the poison ordeal ( mwafi ) to those accused of sorcery, and this gave an ultimate sense of security to the community at large",-1,-1,chiefdom
405,10374,"Costs for chiefs, inability to break sex taboos ? ",405,-1,-1,-1,"In this state it is dangerous for them to approach the ancestral spirits in any rite of prayer or sacrifice; and any chief or headman who attempted to perform such a ceremony without purification would run the risk of bringing disaster on his district....For the chief to be casual in keeping sex taboos, or to approach his ancestors without purification is ‘to spoil the land’ ( ukuonaula icalo ).",-1,-1,-1,-1,-1,-1,chiefdom
406,10375,"Benefits of chiefs, giving blessings ",406,-1,-1,-1,-1,-1,-1,-1,The blessings of a chief or a man in authority are particularly potent because of the great spirits such powerful persons have access to. ,-1,-1,chiefdom
407,10376,"Summary of chiefs, functions benefits ",407,-1,-1,-1,-1,"He was supported but also controlled by hereditary counsellors who were in charge of the chiefly ritual such as the ceremonies at the burial of all kings, princes and princesses, the rites performed at the ancestral shrines of the tribe, the care of the king’s fire and decisions over succession cases.",-1,-1,"He also commanded the army in the old days and was head of a supreme court of appeal. He enforced his powers by inflicting brutal punishments, such as mutilation, selling into slavery, and death. He also had the right to preside over the poison ordeal which was administered to suspected witches",-1,-1,chiefdom
408,10377,"Village level, Headman benefits ",408,He also had a shrine to his own personal ancestors and performed ceremonies for the good of the village,-1,The headman could command small gifts in tribute and a little service.,-1,-1,-1,-1,He also had a shrine to his own personal ancestors and performed ceremonies for the good of the village...He purified the village by an act of ritual intercourse with his chief wife and his fire was regarded as the fire of the village.,-1,-1,village
409,10378,"Qualities valued, pathway to attract followers ",409,-1,-1,The ideal of a Bemba in the old days was military success and with it the exaction of tribute and slaves from conquered peoples. ,-1,-1,The ideal of a Bemba in the old days was military success and with it the exaction of tribute and slaves from conquered peoples. ,"The ability to attract followers by generosity, the elegant exchange of courtesies, and by personal popularity was highly rated..he organizing powers and judgement which are essential to the achievement of either of these aims are admired in themselves.",-1,-1,-1,-1
410,10379,"Benefits to chief, headman roles ",410,-1,-1,Bemba women share many of these ideals. They work for their chief in his gardens and make the same abject obeisance to him. T,-1,-1,-1,"They play an important part in attracting followers and kinsmen to a village. A headman’s following or ‘crowd’ ( bumba ) is attracted by means of beer, good entertainment and company, and these depend both on the successful organization of labour, which is largely a man’s job, and on the wise and tactful distribution of food, and happy personal relations, which are mainly in the women’s sphere.",-1,-1,-1,village
411,10380,Female leadership roles ,411,-1,-1,-1,-1,-1,-1,"The nacimbusa organizes the rites, leads the dances and songs, and arranges for the making of the pottery and other emblems required...The nacimbusa is usually an elderly woman who has proved herself to be a successful midwife. ",-1,-1,-1,ritual role
412,10381,Benefits of female leadership roles ,412,-1,-1,"The banacimbusa are treated with great consideration by other women in the community. In the old days they were allowed to wear a feather head-dress ( ngala ), which was reserved for certain chiefs and hereditary counsellors...Banacimbusa are rather wealthier than their fellows owing to the payments they receive, and they carry themselves with considerable dignity and circumstance.",-1,-1,-1,-1, They were given respect at a chief’s court and have to report the carrying out of each chisungu ceremony to the chief. ,-1,-1,ritual role
413,10382,Benefits and details of female leadership role,413,-1,-1,"The chief nacimbusa appears in her plumed head-dress. The mbusa are offered again and again in order of rank precedence to the older women present. They are offered kneeling, and rolling on the back as to a chief. Dances are given ‘for respect’. ...A successful and well-run ceremony attracts large crowds and contributes to the prestige of the nacimbusa and also to the village in which it is held. ",-1,"Just as the Bemba headman tries to attract people to come and live in his village and anxiously watches to see whether he is successful in building up a community, so the nacimbusa estimates her power by the number of women of eminence who attended throughout or who appeared on visits from time to time.",-1,-1,-1,-1,-1,ritual role
414,10383,"Summary of political system, roles of chiefs benefits, ",414,-1,-1,-1,-1," On a man’s relationship to his chief depends his residence, his use of land, the economic group he works with, the way in which his food is distributed, the religious and magic beliefs that sustain him in his work, and his social ambitions",-1,-1,"Allegiance to a common Paramount—the Citimukulu—is the main tie uniting the members of a tribe that is scattered very thinly over a wide area. It determines their local grouping, and is the basis of the traditional pride of this warrior people and its distinction from neighbouring tribes",-1,-1,chiefdom
415,10384,Chiefs say they must drink beer ,415,-1,-1,-1,-1,"This was obviously in the nature of a ‘rationalization’, but it is true that chiefs who drink regularly seem to get bemused, but never violently drunk as commoners occasionally do.","The Paramount Chief told me that a great ruler should drink beer every day without exception. Otherwise, if he drank only once or twice a week, he would become drunk like a commoner and stagger about and give bad judgements in court. ",-1,-1,-1,-1,chiefdom
416,10385,"Benefits to traveling chiefs, exchange between chiefs 
",416,-1,It is brought by the headman and his elders and offered with the formal salutation of respect ( ukutota panshi )—clapping and rolling on the back on the ground—and is reckoned as part of the chief’s dues as the owner of the land (cf. Chap. XIII). But in any case it would be thought impossible to give a chief cooked food.,"The hospitality given to travelling chiefs must be reckoned in a different category. At the visit of the mfumu, each woman must contribute a little flour, and the headman produce chickens, the gift of honour, and, if possible, beer.",-1,"All these distinctions show clearly the extent to which prestige is associated with the right to distribute food rather than its mere possession or consumption, and it is not surprising that the whole etiquette of feeding travellers is considered so important by a people constantly preoccupied with problems of status. ",-1,-1,-1,-1,-1,chiefdom
417,10386,Functions of chiefs ,417,the chief provides for his subjects and distributes cooked food to them,-1,The chief owns the food and receives tribute,-1,-1,-1,-1," The chief owns the food and receives tribute, and the chief provides for his subjects and distributes cooked food to them",-1,-1,chiefdom
418,10387,Motivations of chiefs ?,418,-1,-1,"With the economic privileges he gained through their labour were correlated political position and status...The employer, if he may so be called, gained not only labour for his garden, and warriors for his army, but the prestige of a large following. ",-1," I once asked an old courtier of Citimukulu. ‘By his clothes?’ ‘No! not by his clothes. He only got cloth if the chief gave it to him from time to time. Otherwise he wore bark-cloth like every one else. You would know him by his little band of followers [ kalibumba kakwe ], his kinsmen, or the slaves he had.’",-1,-1,-1,-1,-1,chiefdom
419,10388,"Process of becoming headman, need chief support ",419,-1,-1,-1,"He must still dispense food, avoid dissensions, and use magic. Otherwise at each shifting of the village people may leave him.",only men who had won the favours of the chief could expect to succeed. ,-1,Appointment to offices such as headmanships was limited to men of senior age and descent of a lineage group or even a local branch of a clan,"He must still dispense food, avoid dissensions, and use magic",-1,-1,village nested under chiefdom 
420,10389,"Functions of chiefs, maintaining power ",420,-1,-1,-1,-1,"Meat and beer are needed, as we saw, to feed labourers, relatives, and courtiers, and are essential to the working of the tribal machine. ","They valued a reputation for giving, not for having, and the distribution of food brought by villagers as tribute or levied as toll on the conquered peoples was a measure of wealth.",-1,-1,-1,-1,chiefdom
421,10390,"Cost for followers, loss of autonomy over bush ",421,-1,"A Bemba’s right to the use of any part of the bush depends upon his political allegiances, first to a headman and then to a chief. He cannot cultivate as an isolated individual, even though he has uncontested rights of ownership of any land he may have cleared. Every Bemba reckons himself the subject of a territorial chief.",-1,-1,-1,-1,-1,-1,-1,-1,chiefdom
422,10391,"Power of chiefs, system summary ",422,-1,"To a commoner the chief merely grants permission to settle in his icalo as a member of a village community under the rule of a particular headman, and here he may choose what land he pleases. ",-1,-1,"Their own wealth they reckon in terms of the numbers of their subjects, not by the amount of land in their possession",-1,-1,-1,-1,-1,chiefdom
423,10392,Headman as follower strategy ,423,-1,-1,"All Bemba chiefs get food brought them whenever they travel, as do also royal princesses holding titles, and sometimes the sons, nephews, and grandsons of the royal family.",-1,Two headmen of villages on the roadside told me they were excused paying annual tribute because they had regularly to entertain their chiefs when travelling to and from the Government office at Kasama.,-1,-1,-1,-1,-1,chiefdom
424,10393,Headmen organize tribute ,424,-1,"one fishing village had sent three carrying baskets of fish, one voluntarily and two sent for; five had sent two gourds of beer each voluntarily; two had sent one gourd of beer and one carrying basket of millet; and two were waiting to send gifts until the chief asked for them. These figures show that the due is not fixed at the present time, but that an offering of some kind or other is usually made during the year. ",-1,-1,-1,-1,-1," It is important to note that the contribution is made from the village as a whole. It is as a member of a village that a man gets permission to cultivate land, and it is the community as a whole under the leadership of the appointed headman which makes the offering. To collect it the headman puts an empty basket outside his hut and calls on each housewife to make her contribution.",-1,-1,village nested under chiefdom 
425,10394,"Costs of followers, labor to chief",425,-1,"he service a man owed his chief was either economic or military, that is to say, he might be employed in the cultivation of the royal gardens, clearing the roads, or building the chief’s huts, or, in the old days, he might serve as a warrior. ","In some cases, the service a subject owed was specified and the army or labour force was organized. In other cases, the chief had a general right to call for assistance when in need.",-1,-1,-1,-1,-1,-1,-1,chiefdom
426,10395,Power of chiefs ,426,-1,-1,"They had also general claims to the service of their people in whatever way it was needed....Over and above this, each chief was able to exact special dues of service to be used for agricultural purposes, known by the term umulasa . ",-1,"Among the Central Bantu, the chiefs had despotic powers over their subjects—in fact the right of life or death",-1,-1,"Over and above this, each chief was able to exact special dues of service to be used for agricultural purposes, known by the term umulasa . ",-1,-1,chiefdom
