culture::c_culture_code,culture::c_name,culture::c_region,culture::c_subsistence_type,culture::c_subsistence_code,culture::c_cultural_complexity,cs_code_demo_sex,cs_code_hooper_coop.activities,cs_code_hooper_group.size,cs_code_hooper_payoff,cs_code_hooper_performance,cs_code_hooper_sanction.freeriders,cs_code_text_type,cs_textrec_ID,cs_ID
FK07,Ganda,Africa,intensive agriculturalists,5,37,unkown,-1,-1,-1,-1,-1,no coding,293,10263
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,no coding,294,10264
FK07,Ganda,Africa,intensive agriculturalists,5,37,unkown,-1,-1,-1,-1,-1,cultural model,295,10265
FK07,Ganda,Africa,intensive agriculturalists,5,37,unkown,-1,-1,-1,-1,-1,case,296,10266
FK07,Ganda,Africa,intensive agriculturalists,5,37,unkown,-1,-1,-1,-1,-1,cultural model,297,10267
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,298,10268
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,299,10269
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,300,10270
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,301,10271
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,302,10272
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,303,10273
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,304,10274
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,305,10275
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,306,10276
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,307,10277
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,308,10278
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,309,10279
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,310,10280
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,311,10281
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,case,312,10282
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,case,313,10283
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,314,10284
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,315,10285
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,no coding,316,10286
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,both,317,10287
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,318,10288
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,319,10289
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,320,10290
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,no coding,321,10291
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,case,322,10292
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,case,323,10293
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,1,-1,-1,both,324,10294
FK07,Ganda,Africa,intensive agriculturalists,5,37,unkown,-1,-1,-1,-1,-1,no coding,325,10295
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,326,10296
FK07,Ganda,Africa,intensive agriculturalists,5,37,unkown,-1,-1,-1,-1,-1,cultural model,327,10297
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,328,10298
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,329,10299
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,330,10300
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,331,10301
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,332,10302
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,333,10303
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,case,335,10304
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,336,10305
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,case,337,10306
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,case,338,10307
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,case,339,10308
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,1,-1,-1,cultural model,340,10309
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,341,10310
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,342,10311
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,343,10312
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,344,10313
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,345,10314
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,346,10315
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,347,10316
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,348,10317
FK07,Ganda,Africa,intensive agriculturalists,5,37,female,-1,-1,-1,-1,-1,cultural model,349,10318
FK07,Ganda,Africa,intensive agriculturalists,5,37,female,-1,-1,-1,-1,-1,cultural model,350,10319
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,351,10320
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,352,10321
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,353,10322
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,354,10323
MO04,Somali,Africa,pastoralists,3,28,male,-1,-1,-1,-1,-1,cultural model,355,10324
MO04,Somali,Africa,pastoralists,3,28,male,-1,-1,-1,-1,-1,cultural model,356,10325
MO04,Somali,Africa,pastoralists,3,28,unkown,-1,-1,-1,-1,-1,case,357,10326
MO04,Somali,Africa,pastoralists,3,28,male,-1,-1,-1,-1,-1,both,358,10327
MO04,Somali,Africa,pastoralists,3,28,unkown,-1,-1,-1,-1,-1,case,359,10328
MO04,Somali,Africa,pastoralists,3,28,male,-1,-1,-1,-1,-1,both,360,10329
MO04,Somali,Africa,pastoralists,3,28,male,-1,-1,-1,-1,-1,,361,10330
MO04,Somali,Africa,pastoralists,3,28,male,-1,-1,-1,-1,-1,both,362,10331
MO04,Somali,Africa,pastoralists,3,28,male,-1,-1,-1,-1,-1,cultural model,363,10332
MO04,Somali,Africa,pastoralists,3,28,male,-1,-1,-1,-1,-1,cultural model,364,10333
MO04,Somali,Africa,pastoralists,3,28,male,-1,-1,-1,-1,-1,no coding,365,10334
MO04,Somali,Africa,pastoralists,3,28,male,-1,-1,-1,-1,-1,cultural model,366,10335
MO04,Somali,Africa,pastoralists,3,28,male,-1,-1,-1,-1,-1,cultural model,367,10336
MO04,Somali,Africa,pastoralists,3,28,male,-1,-1,-1,-1,-1,cultural model,368,10337
MO04,Somali,Africa,pastoralists,3,28,male,-1,-1,-1,-1,-1,cultural model,369,10338
MO04,Somali,Africa,pastoralists,3,28,male,-1,-1,-1,-1,-1,cultural model,370,10339
MO04,Somali,Africa,pastoralists,3,28,male,-1,-1,-1,-1,-1,,371,10340
MO04,Somali,Africa,pastoralists,3,28,male,-1,-1,-1,-1,-1,cultural model,372,10341
MO04,Somali,Africa,pastoralists,3,28,male,-1,-1,-1,-1,-1,cultural model,373,10342
MO04,Somali,Africa,pastoralists,3,28,male,-1,-1,-1,-1,-1,cultural model,374,10343
MO04,Somali,Africa,pastoralists,3,28,male,-1,-1,-1,-1,-1,cultural model,375,10344
MT09,Libyan Bedouin ,Africa,pastoralists,3,.,unkown,-1,-1,-1,-1,-1,cultural model,376,10345
MT09,Libyan Bedouin ,Africa,pastoralists,3,.,male,-1,-1,-1,-1,-1,cultural model,377,10346
MT09,Libyan Bedouin ,Africa,pastoralists,3,.,male,-1,-1,-1,-1,-1,cultural model,378,10347
MT09,Libyan Bedouin ,Africa,pastoralists,3,.,male,-1,-1,-1,-1,-1,cultural model,379,10348
MT09,Libyan Bedouin ,Africa,pastoralists,3,.,male,-1,-1,-1,-1,-1,cultural model,380,10349
MT09,Libyan Bedouin ,Africa,pastoralists,3,.,male,-1,-1,-1,-1,-1,cultural model,381,10350
MT09,Libyan Bedouin ,Africa,pastoralists,3,.,male,-1,-1,-1,-1,-1,both,382,10351
MT09,Libyan Bedouin ,Africa,pastoralists,3,.,male,-1,-1,-1,-1,-1,cultural model,383,10352
MT09,Libyan Bedouin ,Africa,pastoralists,3,.,male,1,-1,-1,-1,-1,cultural model,384,10353
MT09,Libyan Bedouin ,Africa,pastoralists,3,.,male,-1,-1,-1,-1,-1,both,385,10354
MT09,Libyan Bedouin ,Africa,pastoralists,3,.,male,-1,-1,-1,-1,-1,cultural model,386,10355
MT09,Libyan Bedouin ,Africa,pastoralists,3,.,male,-1,-1,-1,-1,-1,cultural model,387,10356
MT09,Libyan Bedouin ,Africa,pastoralists,3,.,female,-1,-1,-1,-1,-1,cultural model,388,10357
MT09,Libyan Bedouin ,Africa,pastoralists,3,.,female,-1,-1,-1,-1,-1,cultural model,389,10358
MW11,Shluh,Africa,intensive agriculturalists,5,.,male,-1,-1,-1,-1,-1,cultural model,390,10359
MW11,Shluh,Africa,intensive agriculturalists,5,.,male,-1,-1,-1,-1,-1,cultural model,391,10360
FQ05,Bemba,Africa,horticulturalists,4,28,male,-1,-1,-1,-1,-1,cultural model,392,10361
FQ05,Bemba,Africa,horticulturalists,4,28,male,-1,-1,-1,-1,-1,cultural model,393,10362
FQ05,Bemba,Africa,horticulturalists,4,28,male,-1,-1,-1,-1,-1,both,394,10363
FQ05,Bemba,Africa,horticulturalists,4,28,male,-1,-1,-1,-1,-1,cultural model,395,10364
FQ05,Bemba,Africa,horticulturalists,4,28,male,-1,-1,-1,-1,-1,cultural model,396,10365
FQ05,Bemba,Africa,horticulturalists,4,28,both,-1,-1,-1,-1,-1,cultural model,397,10366
FQ05,Bemba,Africa,horticulturalists,4,28,male,-1,-1,-1,-1,-1,cultural model,398,10367
FQ05,Bemba,Africa,horticulturalists,4,28,male,-1,-1,-1,-1,-1,cultural model,399,10368
FQ05,Bemba,Africa,horticulturalists,4,28,male,-1,-1,-1,-1,-1,cultural model,400,10369
FQ05,Bemba,Africa,horticulturalists,4,28,male,-1,-1,-1,-1,-1,cultural model,401,10370
FQ05,Bemba,Africa,horticulturalists,4,28,male,-1,-1,-1,-1,-1,cultural model,402,10371
FQ05,Bemba,Africa,horticulturalists,4,28,male,-1,-1,-1,-1,-1,no coding,403,10372
FQ05,Bemba,Africa,horticulturalists,4,28,male,-1,-1,-1,-1,-1,cultural model,404,10373
FQ05,Bemba,Africa,horticulturalists,4,28,male,-1,-1,-1,-1,-1,cultural model,405,10374
FQ05,Bemba,Africa,horticulturalists,4,28,male,-1,-1,-1,-1,-1,cultural model,406,10375
FQ05,Bemba,Africa,horticulturalists,4,28,male,-1,-1,-1,-1,-1,cultural model,407,10376
FQ05,Bemba,Africa,horticulturalists,4,28,male,-1,-1,-1,-1,-1,cultural model,408,10377
FQ05,Bemba,Africa,horticulturalists,4,28,male,-1,-1,-1,-1,-1,cultural model,409,10378
FQ05,Bemba,Africa,horticulturalists,4,28,male,-1,-1,-1,-1,-1,cultural model,410,10379
FQ05,Bemba,Africa,horticulturalists,4,28,female,-1,-1,-1,1,-1,cultural model,411,10380
FQ05,Bemba,Africa,horticulturalists,4,28,female,-1,-1,-1,-1,-1,cultural model,412,10381
FQ05,Bemba,Africa,horticulturalists,4,28,female,-1,-1,-1,-1,-1,cultural model,413,10382
FQ05,Bemba,Africa,horticulturalists,4,28,male,-1,-1,-1,-1,-1,cultural model,414,10383
FQ05,Bemba,Africa,horticulturalists,4,28,male,-1,-1,-1,-1,-1,cultural model,415,10384
FQ05,Bemba,Africa,horticulturalists,4,28,male,-1,-1,-1,-1,-1,cultural model,416,10385
FQ05,Bemba,Africa,horticulturalists,4,28,male,-1,-1,-1,-1,-1,cultural model,417,10386
FQ05,Bemba,Africa,horticulturalists,4,28,male,-1,-1,-1,-1,-1,cultural model,418,10387
FQ05,Bemba,Africa,horticulturalists,4,28,male,-1,-1,-1,-1,-1,both,419,10388
FQ05,Bemba,Africa,horticulturalists,4,28,male,-1,-1,-1,-1,-1,cultural model,420,10389
FQ05,Bemba,Africa,horticulturalists,4,28,male,-1,-1,-1,-1,-1,cultural model,421,10390
FQ05,Bemba,Africa,horticulturalists,4,28,male,-1,-1,-1,-1,-1,cultural model,422,10391
FQ05,Bemba,Africa,horticulturalists,4,28,male,-1,-1,-1,-1,-1,both,423,10392
FQ05,Bemba,Africa,horticulturalists,4,28,male,-1,-1,-1,-1,-1,case,424,10393
FQ05,Bemba,Africa,horticulturalists,4,28,male,-1,-1,-1,-1,-1,cultural model,425,10394
FQ05,Bemba,Africa,horticulturalists,4,28,male,-1,-1,-1,-1,-1,cultural model,426,10395
FQ05,Bemba,Africa,horticulturalists,4,28,male,1,-1,-1,1,-1,cultural model,427,10396
FQ05,Bemba,Africa,horticulturalists,4,28,male,-1,-1,-1,-1,-1,cultural model,428,10397
FQ05,Bemba,Africa,horticulturalists,4,28,male,-1,-1,-1,1,-1,cultural model,429,10398
FQ05,Bemba,Africa,horticulturalists,4,28,male,-1,-1,-1,1,-1,cultural model,430,10399
FQ05,Bemba,Africa,horticulturalists,4,28,male,-1,-1,-1,1,-1,cultural model,431,10400
FQ05,Bemba,Africa,horticulturalists,4,28,female,-1,-1,-1,-1,-1,cultural model,432,10401
FQ05,Bemba,Africa,horticulturalists,4,28,male,-1,-1,-1,-1,-1,cultural model,433,10402
FQ05,Bemba,Africa,horticulturalists,4,28,male,-1,-1,-1,-1,-1,cultural model,434,10403
FQ05,Bemba,Africa,horticulturalists,4,28,male,-1,-1,-1,-1,-1,cultural model,435,10404
FQ05,Bemba,Africa,horticulturalists,4,28,male,-1,-1,-1,-1,-1,cultural model,436,10405
FQ05,Bemba,Africa,horticulturalists,4,28,male,-1,-1,-1,-1,-1,cultural model,437,10406
FQ05,Bemba,Africa,horticulturalists,4,28,male,-1,-1,-1,-1,-1,cultural model,438,10407
FQ09,Lozi,Africa,other,7,30,male,-1,-1,-1,-1,-1,cultural model,439,10408
FQ09,Lozi,Africa,other,7,30,male,-1,-1,-1,-1,-1,cultural model,440,10409
FQ09,Lozi,Africa,other,7,30,male,-1,-1,-1,-1,-1,cultural model,441,10410
FQ09,Lozi,Africa,other,7,30,male,-1,-1,-1,-1,-1,cultural model,442,10411
FQ09,Lozi,Africa,other,7,30,male,-1,-1,-1,-1,-1,cultural model,443,10412
FQ09,Lozi,Africa,other,7,30,male,-1,-1,1,-1,-1,cultural model,444,10413
FQ09,Lozi,Africa,other,7,30,male,-1,-1,1,-1,-1,cultural model,445,10414
FQ09,Lozi,Africa,other,7,30,male,-1,-1,-1,-1,-1,cultural model,446,10415
FQ09,Lozi,Africa,other,7,30,male,-1,-1,-1,-1,-1,both,447,10416
FQ09,Lozi,Africa,other,7,30,male,-1,-1,-1,-1,-1,cultural model,448,10417
FQ09,Lozi,Africa,other,7,30,male,-1,-1,-1,-1,-1,cultural model,449,10418
FQ09,Lozi,Africa,other,7,30,male,-1,-1,-1,-1,-1,cultural model,450,10419
FQ09,Lozi,Africa,other,7,30,male,-1,-1,-1,-1,-1,cultural model,451,10420
FQ09,Lozi,Africa,other,7,30,male,-1,-1,-1,-1,-1,cultural model,452,10421
FQ09,Lozi,Africa,other,7,30,male,-1,-1,-1,-1,-1,cultural model,453,10422
FQ09,Lozi,Africa,other,7,30,male,-1,-1,-1,-1,-1,cultural model,454,10423
FQ09,Lozi,Africa,other,7,30,male,-1,-1,-1,-1,-1,cultural model,455,10424
FQ09,Lozi,Africa,other,7,30,male,-1,-1,-1,-1,-1,cultural model,456,10425
FQ09,Lozi,Africa,other,7,30,male,-1,-1,-1,-1,-1,cultural model,457,10426
FQ09,Lozi,Africa,other,7,30,male,-1,-1,-1,-1,-1,cultural model,458,10427
FQ09,Lozi,Africa,other,7,30,male,-1,-1,-1,-1,-1,cultural model,459,10428
FQ09,Lozi,Africa,other,7,30,male,-1,-1,-1,-1,-1,cultural model,460,10429
FE12,Akan,Africa,horticulturalists,4,34,unkown,-1,-1,-1,-1,-1,cultural model,461,10430
FE12,Akan,Africa,horticulturalists,4,34,unkown,-1,-1,-1,-1,-1,cultural model,462,11207
FE12,Akan,Africa,horticulturalists,4,34,male,-1,-1,-1,-1,-1,cultural model,463,10432
FE12,Akan,Africa,horticulturalists,4,34,male,-1,-1,-1,-1,-1,cultural model,464,10433
FE12,Akan,Africa,horticulturalists,4,34,male,-1,-1,-1,-1,-1,cultural model,465,10434
FE12,Akan,Africa,horticulturalists,4,34,male,-1,-1,-1,-1,-1,cultural model,466,10435
FE12,Akan,Africa,horticulturalists,4,34,male,-1,-1,-1,-1,-1,cultural model,467,10436
FE12,Akan,Africa,horticulturalists,4,34,male,-1,-1,-1,-1,-1,cultural model,468,10437
FE12,Akan,Africa,horticulturalists,4,34,male,-1,-1,-1,-1,-1,cultural model,469,10438
FE12,Akan,Africa,horticulturalists,4,34,male,-1,-1,-1,-1,1,case,470,10439
FE12,Akan,Africa,horticulturalists,4,34,male,-1,-1,-1,1,-1,cultural model,471,10440
FE12,Akan,Africa,horticulturalists,4,34,male,-1,-1,-1,-1,-1,cultural model,472,10441
FE12,Akan,Africa,horticulturalists,4,34,male,-1,-1,-1,-1,-1,cultural model,473,10442
FE12,Akan,Africa,horticulturalists,4,34,male,-1,-1,-1,-1,-1,both,474,10443
FE12,Akan,Africa,horticulturalists,4,34,male,-1,-1,-1,-1,-1,case,475,10444
FE12,Akan,Africa,horticulturalists,4,34,male,-1,-1,-1,-1,-1,case,476,10445
FE12,Akan,Africa,horticulturalists,4,34,male,-1,-1,-1,-1,-1,cultural model,477,10446
FE12,Akan,Africa,horticulturalists,4,34,male,-1,-1,-1,-1,-1,cultural model,478,10447
FE12,Akan,Africa,horticulturalists,4,34,male,-1,-1,-1,-1,-1,cultural model,479,10448
FE12,Akan,Africa,horticulturalists,4,34,male,-1,-1,-1,-1,-1,cultural model,480,10449
FE12,Akan,Africa,horticulturalists,4,34,both,-1,-1,-1,-1,-1,cultural model,481,10450
FE12,Akan,Africa,horticulturalists,4,34,female,-1,-1,-1,1,-1,cultural model,482,10451
FE12,Akan,Africa,horticulturalists,4,34,unkown,-1,-1,-1,-1,-1,cultural model,483,10452
FE12,Akan,Africa,horticulturalists,4,34,unkown,1,1,-1,-1,-1,cultural model,484,10453
FE12,Akan,Africa,horticulturalists,4,34,male,-1,-1,-1,-1,-1,cultural model,485,10454
FE12,Akan,Africa,horticulturalists,4,34,female,-1,-1,-1,-1,-1,cultural model,486,10455
FE12,Akan,Africa,horticulturalists,4,34,unkown,-1,-1,-1,-1,-1,cultural model,487,10456
FE12,Akan,Africa,horticulturalists,4,34,unkown,-1,-1,-1,-1,-1,cultural model,488,10457
FE12,Akan,Africa,horticulturalists,4,34,unkown,-1,-1,-1,-1,-1,cultural model,489,10458
FE12,Akan,Africa,horticulturalists,4,34,female,-1,-1,-1,-1,-1,cultural model,490,10459
FE12,Akan,Africa,horticulturalists,4,34,male,-1,-1,-1,-1,-1,cultural model,491,10460
FE12,Akan,Africa,horticulturalists,4,34,male,-1,-1,-1,-1,-1,cultural model,492,10461
FE12,Akan,Africa,horticulturalists,4,34,male,-1,-1,-1,-1,-1,cultural model,493,10462
FE12,Akan,Africa,horticulturalists,4,34,male,-1,-1,-1,-1,-1,cultural model,494,10463
FE12,Akan,Africa,horticulturalists,4,34,male,-1,-1,-1,-1,-1,cultural model,495,10464
FE12,Akan,Africa,horticulturalists,4,34,male,-1,-1,-1,-1,-1,cultural model,496,10465
FE12,Akan,Africa,horticulturalists,4,34,female,-1,-1,-1,-1,-1,cultural model,497,10466
FE12,Akan,Africa,horticulturalists,4,34,male,-1,-1,-1,-1,-1,cultural model,498,10467
FE12,Akan,Africa,horticulturalists,4,34,male,-1,-1,-1,-1,-1,cultural model,499,10468
FE12,Akan,Africa,horticulturalists,4,34,male,-1,-1,-1,-1,-1,cultural model,500,10469
FE12,Akan,Africa,horticulturalists,4,34,male,-1,-1,-1,-1,-1,cultural model,501,10470
FE12,Akan,Africa,horticulturalists,4,34,male,-1,-1,-1,-1,-1,cultural model,502,10471
FA16,Dogon,Africa,intensive agriculturalists,5,.,male,-1,-1,-1,-1,-1,cultural model,503,10472
FA16,Dogon,Africa,intensive agriculturalists,5,.,male,-1,-1,-1,-1,-1,cultural model,504,10473
FA16,Dogon,Africa,intensive agriculturalists,5,.,unkown,-1,-1,-1,-1,-1,cultural model,505,10474
FA16,Dogon,Africa,intensive agriculturalists,5,.,male,-1,-1,-1,-1,-1,cultural model,505,10477
FA16,Dogon,Africa,intensive agriculturalists,5,.,male,-1,-1,-1,-1,-1,cultural model,506,10475
FA16,Dogon,Africa,intensive agriculturalists,5,.,male,-1,-1,-1,-1,-1,cultural model,507,10479
FA16,Dogon,Africa,intensive agriculturalists,5,.,male,-1,-1,-1,-1,-1,cultural model,508,10478
FA16,Dogon,Africa,intensive agriculturalists,5,.,male,-1,-1,-1,-1,-1,cultural model,509,10480
FA16,Dogon,Africa,intensive agriculturalists,5,.,male,-1,-1,-1,-1,-1,cultural model,510,10481
FA16,Dogon,Africa,intensive agriculturalists,5,.,male,-1,-1,-1,-1,-1,cultural model,511,10482
FA16,Dogon,Africa,intensive agriculturalists,5,.,male,-1,-1,-1,-1,-1,cultural model,512,10483
MS12,Hausa,Africa,other,7,43,male,-1,-1,-1,-1,-1,cultural model,513,10484
MS12,Hausa,Africa,other,7,43,male,-1,-1,-1,-1,-1,cultural model,514,10485
MS12,Hausa,Africa,other,7,43,male,-1,-1,-1,-1,-1,cultural model,515,10486
MS12,Hausa,Africa,other,7,43,both,-1,-1,-1,-1,-1,cultural model,516,10487
MS12,Hausa,Africa,other,7,43,unkown,-1,-1,-1,-1,-1,cultural model,517,10488
MS12,Hausa,Africa,other,7,43,unkown,-1,-1,-1,-1,-1,cultural model,518,10489
MS12,Hausa,Africa,other,7,43,male,-1,-1,-1,1,-1,cultural model,519,10490
MS12,Hausa,Africa,other,7,43,male,-1,-1,-1,-1,-1,cultural model,520,10491
MS12,Hausa,Africa,other,7,43,male,-1,-1,-1,-1,-1,cultural model,521,10492
MS12,Hausa,Africa,other,7,43,male,-1,-1,-1,-1,-1,cultural model,522,10493
MS12,Hausa,Africa,other,7,43,male,-1,-1,-1,-1,-1,both,523,10494
MS12,Hausa,Africa,other,7,43,male,-1,-1,-1,-1,-1,cultural model,524,10495
MS12,Hausa,Africa,other,7,43,male,-1,-1,-1,-1,-1,cultural model,525,10496
MS12,Hausa,Africa,other,7,43,male,-1,-1,-1,-1,1,cultural model,526,10497
MS12,Hausa,Africa,other,7,43,male,-1,-1,-1,-1,-1,cultural model,527,10498
MS12,Hausa,Africa,other,7,43,male,-1,-1,-1,-1,-1,case,528,10499
MS12,Hausa,Africa,other,7,43,male,-1,-1,-1,-1,-1,case,529,10500
MS12,Hausa,Africa,other,7,43,male,-1,-1,-1,-1,-1,cultural model,530,10501
MS12,Hausa,Africa,other,7,43,male,-1,-1,-1,-1,-1,cultural model,531,10502
MS12,Hausa,Africa,other,7,43,male,-1,-1,-1,-1,-1,cultural model,532,10503
MS12,Hausa,Africa,other,7,43,male,-1,-1,-1,-1,-1,both,533,10504
MS12,Hausa,Africa,other,7,43,male,-1,-1,-1,-1,-1,cultural model,534,10505
MS12,Hausa,Africa,other,7,43,male,-1,-1,-1,-1,-1,cultural model,535,10506
MS12,Hausa,Africa,other,7,43,male,-1,-1,-1,-1,-1,both,536,10507
MS12,Hausa,Africa,other,7,43,male,-1,-1,-1,-1,-1,cultural model,537,10508
MS12,Hausa,Africa,other,7,43,male,-1,-1,-1,-1,-1,case,538,10509
MS12,Hausa,Africa,other,7,43,unkown,-1,-1,-1,-1,-1,cultural model,539,10510
MS14,Kanuri,Africa,intensive agriculturalists,5,.,unkown,-1,-1,-1,-1,-1,cultural model,540,10511
MS14,Kanuri,Africa,intensive agriculturalists,5,.,unkown,-1,-1,-1,-1,-1,cultural model,541,10512
MS14,Kanuri,Africa,intensive agriculturalists,5,.,male,-1,-1,-1,-1,-1,cultural model,542,10513
MS14,Kanuri,Africa,intensive agriculturalists,5,.,male,-1,-1,-1,-1,-1,cultural model,543,10514
MS14,Kanuri,Africa,intensive agriculturalists,5,.,male,-1,-1,-1,-1,-1,cultural model,544,10515
MS14,Kanuri,Africa,intensive agriculturalists,5,.,male,-1,-1,-1,-1,-1,cultural model,545,10516
MS14,Kanuri,Africa,intensive agriculturalists,5,.,male,-1,-1,-1,-1,-1,cultural model,546,10517
MS14,Kanuri,Africa,intensive agriculturalists,5,.,male,-1,-1,-1,-1,-1,both,547,10518
MS14,Kanuri,Africa,intensive agriculturalists,5,.,male,-1,-1,-1,-1,-1,cultural model,548,10519
MS14,Kanuri,Africa,intensive agriculturalists,5,.,male,-1,-1,-1,-1,-1,cultural model,549,10520
MS14,Kanuri,Africa,intensive agriculturalists,5,.,male,-1,-1,-1,-1,-1,cultural model,550,10521
MS14,Kanuri,Africa,intensive agriculturalists,5,.,male,-1,-1,-1,-1,-1,both,551,10522
MS14,Kanuri,Africa,intensive agriculturalists,5,.,male,-1,-1,-1,-1,-1,cultural model,552,10523
MS14,Kanuri,Africa,intensive agriculturalists,5,.,male,-1,-1,-1,-1,-1,cultural model,553,10524
MS14,Kanuri,Africa,intensive agriculturalists,5,.,unkown,-1,-1,-1,-1,-1,cultural model,554,10525
FF57,Tiv,Africa,horticulturalists,4,29,male,-1,-1,-1,-1,-1,cultural model,555,10526
FF57,Tiv,Africa,horticulturalists,4,29,male,-1,-1,-1,-1,-1,cultural model,556,10527
FF57,Tiv,Africa,horticulturalists,4,29,male,-1,-1,-1,-1,-1,cultural model,557,10528
FF57,Tiv,Africa,horticulturalists,4,29,male,-1,-1,-1,-1,-1,cultural model,558,10529
FF57,Tiv,Africa,horticulturalists,4,29,male,-1,-1,-1,-1,-1,cultural model,559,10530
FF57,Tiv,Africa,horticulturalists,4,29,male,-1,-1,-1,-1,-1,cultural model,560,10531
FF57,Tiv,Africa,horticulturalists,4,29,male,-1,-1,-1,-1,-1,cultural model,561,10532
FF57,Tiv,Africa,horticulturalists,4,29,male,-1,-1,-1,-1,-1,cultural model,562,10533
FF57,Tiv,Africa,horticulturalists,4,29,male,-1,-1,-1,-1,-1,cultural model,563,10534
