c_name,,cs_ID,cs_textrec_ID,cs_code_text_type,c_culture_code,c_name,c_region,c_subregion,c_subsistence_type,c_subsistence_code,c_latitude,c_longitude,c_cultural_complexity,cs_code_demo_sex,cs_code_dom_aggression,cs_code_dom_assert.autonomy,cs_code_dom_avoid.dom,cs_code_dom_fear,cs_code_dom_fighting,cs_code_dom_personality,cs_code_dom_reputation,cs_code_dom_strong,cs_code_neel_better.mates,cs_code_neel_big.family,cs_code_neel_intelligence,cs_code_neel_polygynous,cs_code_prestige_counsel,cs_code_prestige_emulated,cs_code_prestige_expertise,cs_code_prestige_family,cs_code_prestige_followers.expect.success,cs_code_prestige_likable,cs_code_pretige_respected,cs_code_vanvugt_coordinating,cs_code_vanvugt_strategic,dom_for,dom_against,dom_none,prestige_for,prestige_against,prestige_none,neel_for,neel_against,neel_none,dom_total,prestige_total,neel_total,dom_totals,prest_totals,,c_name,dom total count = 1,dom total count = -1,prest total count =1,prest total count =-1,,neel total count =1,neel total count =-1,dom_culture_score,prest_culture_score,neel_culture_score,vvstrat_culture_score,vvcoord_culture_score
Bemba,441,10377,408,cultural model,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,
Bemba,442,10378,409,cultural model,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,8,1,0,6,0,0,4,0,1,0,0,1,,,,,,,,,,,,,,
Bemba,443,10379,410,cultural model,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,
Bemba,444,10380,411,cultural model,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,female,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,8,2,0,5,1,0,3,0,2,1,0,2,,,,,,,,,,,,,,
Bemba,445,10381,412,cultural model,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,1,0,6,0,0,4,0,1,0,0,1,,,,,,,,,,,,,,
Bemba,446,10382,413,cultural model,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,8,2,0,5,0,0,4,0,2,0,0,2,,,,,,,,,,,,,,
Bemba,447,10383,414,cultural model,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,
Bemba,448,10384,415,cultural model,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,
Bemba,449,10385,416,cultural model,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,
Bemba,450,10386,417,cultural model,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,
Bemba,451,10387,418,cultural model,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,
Bemba,452,10389,420,cultural model,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,male,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,0,0,7,0,0,4,1,0,0,1,0,,,,,,,,,,,,,,
Bemba,453,10390,421,cultural model,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,
Bemba,454,10391,422,cultural model,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,
Bemba,455,10394,425,cultural model,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,
Bemba,456,10395,426,cultural model,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,male,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,7,0,0,4,2,0,0,2,0,,,,,,,,,,,,,,
Bemba,457,10396,427,cultural model,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,
Bemba,458,10397,428,cultural model,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,
Bemba,459,10398,429,cultural model,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,
Bemba,460,10399,430,cultural model,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,
Bemba,461,10400,431,cultural model,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,male,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,7,1,0,3,0,0,1,0,0,,,,,,,,,,,,,,
Bemba,462,10401,432,cultural model,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,female,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,1,0,3,0,0,1,0,0,,,,,,,,,,,,,,
Bemba,463,10402,433,cultural model,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,
Bemba,464,10403,434,cultural model,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,
Bemba,465,10404,435,cultural model,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,
Bemba,466,10405,436,cultural model,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,male,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,4,0,0,7,0,0,4,4,0,0,4,0,,,,,,,,,,,,,,
Bemba,467,10406,437,cultural model,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,
Bemba,468,10407,438,cultural model,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,male,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,1,0,3,0,0,1,0,0,,,,,,,,,,,,,,
Bemba,1208,10372,403,no coding,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,
Blackfoot,44,10967,980,both,NF06,Blackfoot,North America,Plains and Plateau,foragers,1,NA,-105,.,male,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,7,2,0,5,0,0,4,1,2,0,1,2,,,,,,,,,,,,,,
Blackfoot,144,10980,993,case,NF06,Blackfoot,North America,Plains and Plateau,foragers,1,NA,-105,.,male,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,7,1,0,3,0,0,1,0,0,,,,,,,,,,,,,,
Blackfoot,944,10952,966,cultural model,NF06,Blackfoot,North America,Plains and Plateau,foragers,1,NA,-105,.,unkown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,
Blackfoot,945,10953,967,cultural model,NF06,Blackfoot,North America,Plains and Plateau,foragers,1,NA,-105,.,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,8,1,0,6,0,0,4,0,1,0,0,1,,,,,,,,,,,,,,
Blackfoot,946,10954,968,cultural model,NF06,Blackfoot,North America,Plains and Plateau,foragers,1,NA,-105,.,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,
Blackfoot,947,10955,969,cultural model,NF06,Blackfoot,North America,Plains and Plateau,foragers,1,NA,-105,.,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,
Blackfoot,948,10956,970,cultural model,NF06,Blackfoot,North America,Plains and Plateau,foragers,1,NA,-105,.,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,
Blackfoot,949,10957,970,cultural model,NF06,Blackfoot,North America,Plains and Plateau,foragers,1,NA,-105,.,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,
Blackfoot,950,10958,971,cultural model,NF06,Blackfoot,North America,Plains and Plateau,foragers,1,NA,-105,.,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,
Blackfoot,951,10959,972,cultural model,NF06,Blackfoot,North America,Plains and Plateau,foragers,1,NA,-105,.,male,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,7,0,0,4,1,0,0,-1,0,,,,,,,,,,,,,,
Blackfoot,952,10961,974,cultural model,NF06,Blackfoot,North America,Plains and Plateau,foragers,1,NA,-105,.,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,
Blackfoot,953,10962,975,cultural model,NF06,Blackfoot,North America,Plains and Plateau,foragers,1,NA,-105,.,male,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,7,0,0,7,0,0,4,1,0,0,-1,0,,,,,,,,,,,,,,
Blackfoot,954,10963,976,cultural model,NF06,Blackfoot,North America,Plains and Plateau,foragers,1,NA,-105,.,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,
Blackfoot,955,10964,977,cultural model,NF06,Blackfoot,North America,Plains and Plateau,foragers,1,NA,-105,.,unkown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,
Blackfoot,956,10965,978,cultural model,NF06,Blackfoot,North America,Plains and Plateau,foragers,1,NA,-105,.,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,8,1,0,6,0,0,4,0,1,0,0,1,,,,,,,,,,,,,,
Blackfoot,957,10966,979,cultural model,NF06,Blackfoot,North America,Plains and Plateau,foragers,1,NA,-105,.,male,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,8,3,0,4,1,0,3,0,3,1,0,3,,,,,,,,,,,,,,
Blackfoot,958,10968,981,cultural model,NF06,Blackfoot,North America,Plains and Plateau,foragers,1,NA,-105,.,male,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,7,0,0,4,1,0,0,1,0,,,,,,,,,,,,,,
Blackfoot,959,10969,982,cultural model,NF06,Blackfoot,North America,Plains and Plateau,foragers,1,NA,-105,.,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,
Blackfoot,960,10970,983,cultural model,NF06,Blackfoot,North America,Plains and Plateau,foragers,1,NA,-105,.,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,
Blackfoot,961,10971,984,cultural model,NF06,Blackfoot,North America,Plains and Plateau,foragers,1,NA,-105,.,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,
Blackfoot,962,10972,985,cultural model,NF06,Blackfoot,North America,Plains and Plateau,foragers,1,NA,-105,.,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,
Blackfoot,963,10973,987,cultural model,NF06,Blackfoot,North America,Plains and Plateau,foragers,1,NA,-105,.,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,
Blackfoot,964,10974,988,cultural model,NF06,Blackfoot,North America,Plains and Plateau,foragers,1,NA,-105,.,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,
Blackfoot,965,10975,989,cultural model,NF06,Blackfoot,North America,Plains and Plateau,foragers,1,NA,-105,.,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,
Blackfoot,966,10976,990,cultural model,NF06,Blackfoot,North America,Plains and Plateau,foragers,1,NA,-105,.,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,
Blackfoot,967,10977,991,cultural model,NF06,Blackfoot,North America,Plains and Plateau,foragers,1,NA,-105,.,male,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,8,1,0,6,1,0,3,0,1,1,0,1,,,,,,,,,,,,,,
Blackfoot,968,10978,991,cultural model,NF06,Blackfoot,North America,Plains and Plateau,foragers,1,NA,-105,.,male,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,7,1,0,3,0,0,1,0,0,,,,,,,,,,,,,,
Blackfoot,969,10979,992,cultural model,NF06,Blackfoot,North America,Plains and Plateau,foragers,1,NA,-105,.,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,
Blackfoot,970,10981,994,cultural model,NF06,Blackfoot,North America,Plains and Plateau,foragers,1,NA,-105,.,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,
Blackfoot,971,10982,995,cultural model,NF06,Blackfoot,North America,Plains and Plateau,foragers,1,NA,-105,.,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,
Blackfoot,972,10983,996,cultural model,NF06,Blackfoot,North America,Plains and Plateau,foragers,1,NA,-105,.,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,
Blackfoot,973,10984,997,cultural model,NF06,Blackfoot,North America,Plains and Plateau,foragers,1,NA,-105,.,male,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,8,0,0,7,1,0,3,0,0,1,0,0,,,,,,,,,,,,,,
Blackfoot,974,10985,998,cultural model,NF06,Blackfoot,North America,Plains and Plateau,foragers,1,NA,-105,.,male,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,7,0,0,4,1,0,0,-1,0,,,,,,,,,,,,,,
Blackfoot,975,10986,999,cultural model,NF06,Blackfoot,North America,Plains and Plateau,foragers,1,NA,-105,.,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,
Blackfoot,976,10987,1000,cultural model,NF06,Blackfoot,North America,Plains and Plateau,foragers,1,NA,-105,.,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,
Blackfoot,977,10988,1001,cultural model,NF06,Blackfoot,North America,Plains and Plateau,foragers,1,NA,-105,.,male,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,8,1,0,6,1,0,3,0,1,1,0,1,,,,,,,,,,,,,,
Bororo,152,11144,1178,case,SP08,Bororo,South America,Eastern South America,foragers,1,-16.5,-55,.,male,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,1,0,3,0,0,1,0,0,,,,,,,,,,,,,,
Bororo,153,11146,1180,case,SP08,Bororo,South America,Eastern South America,foragers,1,-16.5,-55,.,male,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,1,0,1,7,1,1,5,0,0,4,1,2,0,-1,0,,,,,,,,,,,,,,
Bororo,1121,11145,1179,cultural model,SP08,Bororo,South America,Eastern South America,foragers,1,-16.5,-55,.,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,
Bororo,1122,11147,1181,cultural model,SP08,Bororo,South America,Eastern South America,foragers,1,-16.5,-55,.,male,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,8,2,0,5,1,0,3,0,2,1,0,2,,,,,,,,,,,,,,
Bororo,1123,11148,1182,cultural model,SP08,Bororo,South America,Eastern South America,foragers,1,-16.5,-55,.,male,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,8,2,0,5,1,0,3,0,2,1,0,2,,,,,,,,,,,,,,
Bororo,1124,11149,1183,cultural model,SP08,Bororo,South America,Eastern South America,foragers,1,-16.5,-55,.,male,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7,0,0,7,0,0,4,1,0,0,-1,0,,,,,,,,,,,,,,
Central Thai ,32,10640,664,both,AO07,Central Thai ,Asia,Southeast Asia,intensive agriculturalists,5,13.5,102,50,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,
Central Thai ,120,10626,650,case,AO07,Central Thai ,Asia,Southeast Asia,intensive agriculturalists,5,13.5,102,50,male,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,7,2,0,5,0,0,4,1,2,0,1,2,,,,,,,,,,,,,,
Central Thai ,121,10628,652,case,AO07,Central Thai ,Asia,Southeast Asia,intensive agriculturalists,5,13.5,102,50,male,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,8,1,0,6,1,0,3,0,1,1,0,1,,,,,,,,,,,,,,
Central Thai ,122,10635,659,case,AO07,Central Thai ,Asia,Southeast Asia,intensive agriculturalists,5,13.5,102,50,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,1,0,6,0,0,4,0,1,0,0,1,,,,,,,,,,,,,,
Central Thai ,123,10642,666,case,AO07,Central Thai ,Asia,Southeast Asia,intensive agriculturalists,5,13.5,102,50,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,
Central Thai ,657,10625,649,cultural model,AO07,Central Thai ,Asia,Southeast Asia,intensive agriculturalists,5,13.5,102,50,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,
Central Thai ,658,10627,651,cultural model,AO07,Central Thai ,Asia,Southeast Asia,intensive agriculturalists,5,13.5,102,50,male,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,7,0,0,4,1,0,0,-1,0,,,,,,,,,,,,,,
Central Thai ,659,10629,653,cultural model,AO07,Central Thai ,Asia,Southeast Asia,intensive agriculturalists,5,13.5,102,50,male,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,6,2,0,5,0,0,4,2,2,0,0,2,,,,,,,,,,,,,,
Central Thai ,660,10630,654,cultural model,AO07,Central Thai ,Asia,Southeast Asia,intensive agriculturalists,5,13.5,102,50,unkown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,
Central Thai ,661,10631,655,cultural model,AO07,Central Thai ,Asia,Southeast Asia,intensive agriculturalists,5,13.5,102,50,unkown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,
Central Thai ,662,10632,656,cultural model,AO07,Central Thai ,Asia,Southeast Asia,intensive agriculturalists,5,13.5,102,50,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,
Central Thai ,663,10633,657,cultural model,AO07,Central Thai ,Asia,Southeast Asia,intensive agriculturalists,5,13.5,102,50,unkown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,
Central Thai ,664,10634,658,cultural model,AO07,Central Thai ,Asia,Southeast Asia,intensive agriculturalists,5,13.5,102,50,unkown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,
Central Thai ,665,10636,660,cultural model,AO07,Central Thai ,Asia,Southeast Asia,intensive agriculturalists,5,13.5,102,50,male,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7,0,0,7,0,0,4,1,0,0,-1,0,,,,,,,,,,,,,,
Central Thai ,666,10637,661,cultural model,AO07,Central Thai ,Asia,Southeast Asia,intensive agriculturalists,5,13.5,102,50,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,1,0,6,0,0,4,0,1,0,0,1,,,,,,,,,,,,,,
Central Thai ,667,10638,662,cultural model,AO07,Central Thai ,Asia,Southeast Asia,intensive agriculturalists,5,13.5,102,50,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,
Central Thai ,668,10639,663,cultural model,AO07,Central Thai ,Asia,Southeast Asia,intensive agriculturalists,5,13.5,102,50,male,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,8,2,0,5,0,0,4,0,2,0,0,2,,,,,,,,,,,,,,
Central Thai ,669,10641,665,cultural model,AO07,Central Thai ,Asia,Southeast Asia,intensive agriculturalists,5,13.5,102,50,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,
Central Thai ,670,10643,667,cultural model,AO07,Central Thai ,Asia,Southeast Asia,intensive agriculturalists,5,13.5,102,50,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,
Chukchee,620,10586,611,cultural model,RY02,Chukchee,Asia,North Asia,pastoralists,3,66.5,180,18,male,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,7,0,0,4,1,0,0,-1,0,,,,,,,,,,,,,,
Chuuk,46,11050,1087,both,OR19,Chuuk,Oceania,Micronesia,other,7,7.18,151.72,28,male,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,1,0,6,0,0,4,0,1,0,0,1,,,,,,,,,,,,,,
Chuuk,1024,11036,1073,cultural model,OR19,Chuuk,Oceania,Micronesia,other,7,7.18,151.72,28,male,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,7,1,0,3,0,0,1,0,0,,,,,,,,,,,,,,
