t_ID	split_record	t_text																															
1187.1	"Yes: Chief, tuvicha here"	"Each village or long house where the Tupí-Guaraní Indians extended their hammocks was headed by a patrilineal chief called [unknown]nander[unknown]u or tuvichá . As the population grew, a cacique or a powerful shaman, who had to be an eloquent orator or great warrior, sometimes emerged to rule over several segmented villages. 13 These were not, however, sociopolitical tribes. Each tribe belonged to a gu[unknown]ara, a region with specific territorial limits, each with its own fields and hunting grounds. These geographical regions were impassable without the Indians’ permission. These were relatively egalitarian societies, at least for the men. The Tupí-Guaraní were patrilineal societies. 14 Most of the tribes were polygamous, although some were monogamous. A tuvichá usually had more than one wife which was a symbol of prestige. Knowledge of sexuality among the Tupí-Guaraní is extremely limited because missionaries, by convention, were rather prudish in writing about this subject. Women, unlike men, faced death if caught committing adultery. However, it was easy for both men or women to obtain a divorce from their spouses. Couples simply separated and went their own way. 15"																															
907.2	Yes: Chief here	"Within a hunting group, the senior male member was most often recognized as headman of the group. His leadership was based on his age, knowledge and skills as a hunter, perhaps also on his reputation as a shaman, and he fulfilled his role as leader through his ingenuity, personality and his enjoyment of the group's approval. On those occasions when the band's hunting groups collected, its members recognized the leadership of a single individual headman, a chief whose role as leader was weaker than that of a hunting group headman and who was recognized only until the band dispersed once again. 
----
A chief's authority was based on his age, his oratorical skills and his ability to act as an arbitrator among band members and, following contact, between them and Europeans. Since the Lake Superior Ojibwa spent most of the year scattered in hunting groups, headmen would have had more influence over their daily activities than did chiefs."																															
1109.1	Yes: chief here	"The first set of data concerns the structure of authority. In the ordinary everyday affairs of the Tikopia clan the ultimate decisive role is played by the chief. His word is effective, and is normally not questioned. Affairs between clans are decided by the chiefs in concert, with great display of courteous agreement. Seconding the efforts of the chief in each clan are his elders ( pure or matapure ), who are the heads of the various major ramages. They attain their position primarily by seniority of descent, but they must be confirmed in office by their clan chief, and in some twin ramages which continue to maintain a close relationship for generations after the point of branching the chief may select the joint elder alternately from one and then the other ramage. The role of the elder is, however, in essence a ritual one. His main task is to conduct the worship of the gods and ancestral spirits on behalf of the group he represents and to perform the appropriate rituals in connexion with sickness, sea voyaging, &c. This ritual function is symbolized by his investiture by the chief on election with a leaf necklet regarded as endowed with magical virtue. The elder exercises authority by right over all members of his ramage and obtains respect from the community at large. His position is analogous to, and in some degree is the outcome of, that of a father in the family. The Tikopia elder can, in fact, be regarded as fulfilling in part the role of a father-symbol to his ramage, just as the chief fills a similar role for his clan. But the elders may play a comparatively small part in general social control in the community. They are ranked in a ritual hierarchy in each clan according to the importance of the gods they serve, and only a few of the highest ranking ones play much part in the maintenance of public order."																															
1160.1	Yes: Chief here	"An institutional chiefdom with a definitely established succession prevails in both tribes. If the chief dies, his next younger brother automatically takes his place. Only if the youngest brother is dead may the first-born son of the oldest brother, who by that time is usually an older man, occupy the office of chief. In addition there is the war chief. This position is not hereditary; rather, the bravest warrior is chosen for it. During peacetimes he has no prerogatives whatever and lives like an ordinary member of the tribe. Only during military encounters does he take over the leadership, while the real chief, as religious head, doctor, and teacher, is protected and does not take part; the same is true for his brothers."																															
1148.1	Yes: Chief edu here	"After Edu won the election, it soon became clear that the power structure at Curideri was far from settled. People complained that Edu was not a satisfactory leader. The former chief, Bati Diani, was frequently eulogized and praised for the “succulence” he had exhibited by providing abundant fish, hosting many exchange dances to show the sib’s prosperity and generosity, acquiring in return imported goods and specialized utensils for the community, representing the group eloquently with his memorable oratory, and receiving visitors graciously."																															
1148.2	Yes: chief bati diani here	"After Edu won the election, it soon became clear that the power structure at Curideri was far from settled. People complained that Edu was not a satisfactory leader. The former chief, Bati Diani, was frequently eulogized and praised for the “succulence” he had exhibited by providing abundant fish, hosting many exchange dances to show the sib’s prosperity and generosity, acquiring in return imported goods and specialized utensils for the community, representing the group eloquently with his memorable oratory, and receiving visitors graciously."																															
1032.2	Yes: Ceremonial chief here	"The Hopi do have a village chief, the kikmongwi, but his principal role is to maintain harmony between the village and the spiritual world. His council, composed of men who inherit their positions through their clans (having been selected and trained by the [Page 254] previous incumbent), serves more as an advisory group than as a legislative or judicial body. 
The focus of community life is the ceremonial system, and the individual ceremonies are under the control of mongwi, or leaders, who inherit their positions through their clans. (Some of these mongwi are on the council.) While some clans are more important than others, in that they “own” the more important ceremonies, there is no rigid hierarchy. As we have seen in the discussion of domestic life, authority is not a principle of social interaction of kin; similarly, it is not a principle of social interaction within the community. The principles that are discussed by the Hopi and observable in action are the acceptance of duty and cooperation toward common goals. Whatever authority is exerted by community leaders is directed at the coordination of effort, not at enforcement of unilateral decisions. Resolution of conflicts is essentially a private matter between the parties involved; and conflicts that cannot be handled privately either break the village apart, as happened when Oraibi split in 1906, or simply persist for years or even generations."																															
991.2	Yes: Band chief 	"Insofar as the chiefs were concerned, a war chief was generally of his own making and he might or might not have much influence in the tribe; there were many war chiefs in every Indian band, and each one was subject to fall from favor should his medicine fail to work and his followers (who might be only a few of his own relatives or clan members) take a drubbing by the enemy. War chief was a step in the right direction, though, and if a war chief displayed consistent qualities of wisdom and good judgment as well as bravery he might well earn the position of band chief or civil chief, who was the real leader of the tribe."																															
603	No	"The arrangement was also to the landlord's advantage. As the official leader, he wielded greater power by which he could more easily manipulate the villagers, and even the tax collector, to his own advantage. His recognition as a leader by his fellow villagers and by the authorities also increased his prestige.
Not only was such a landlord the elected village political leader but he might often be an informal leader as well, a person who took an active part in most of the social and religious affairs of the village. He usually contributed money and time to help make these affairs a success. The efforts of the landlord helped to build up his reputation as a public-spirited citizen. Frequently, he assumed the role of mediator in discussions of village and intervillage problems and in disputes between his own villagers or even between members of other villages. When the landlord's efforts as a mediator extended beyond his own village, he enhanced his own reputation in the whole area and that of his village as well.
Today, the landlord class continues in the rural area and wields power in local grass roots polities as well as in socioeconomic affairs. In most villages the recognized leaders are still those who are rich, maintain big landholdings, and have had a fairly good education. Such people may also have influence -- perhaps by virtue of a relative -- in some government agency. It is still a great advantage to a village to have a wealthy representative of the landlord class to deal successfully with authorities. Many, if not most of the government officials, are drawn from this class, since they are educated and usually wealthy."																															
18	No	"A kingdom was divided up into provinces, each governed by a chief, who was usually a younger brother or son of the king. Faithful followers such as generals or, occasionally, a conquered chief, might be appointed to these positions, but they did not thereby become Avungara. Every chief had to be personally installed in his office by the king, but there was no ceremony, merely formal approval. 3
Sometimes, 4 if his kingdom became very large, a king would divide it during his lifetime between two or three of his sons or brothers, who, while remaining subject to their father, would have absolute authority over their own chiefs. Or the sons themselves might become independent or have such large chiefdoms that they had to appoint sub-chiefs of their own in order to administer their domains effectively. Such a chiefdom was, in fact, a separate kingdom, and only nominal allegiance was owed to the king. Azande did not think of states as having a permanence apart from their rulers; they thought rather in terms of a particular number of people living in a particular area and owing personal allegiance to a particular Vungara; and of individuals as subjects of a king, rather than members of a group. Such a relationship existed between Bazingbi and his son, Wando, each of whom, for all effective purposes, had a separate kingdom, although Wando gave nominal allegiance to his father. 5
The pattern of authority between king and chief in a large kingdom was not strictly formalized; the size of a chiefdom was limited by the criterion of administrative efficiency and it was possible for one or more intermediate authorities to exist between a chief and his king. A commoner holding one of these intermediate positions, however high he might rise, could very seldom achieve a higher position [Page 49] in the political hierarchy than the lowest Avungara. There is only one recorded exception to this rule. 6"																															
19	No	"In the old days, under a king who was very strong, there was a constant tendency for Avungara chiefs to throw off their allegiance, particularly at succession times, and found kingdoms of their own by conquering their neighbours. This process of fission with addition was the method by which the Zande Empire was enlarged. The king’s eldest son was his legal successor provided he was certainly legitimate and had been nominated by his father before his death. The designate would, in the normal course of events, already be a chief with a province and warriors of his own, but usually he would have brothers in the same position, and succession wars were a regular occurrence in Zande political life. These interregnums lasted until one claimant had established himself by slaying his rivals, or driving them out to find fresh kingdoms of their own elsewhere, or until, owing to mutual exhaustion, there was tacit agreement to split the kingdom. Each party would then look to extend his territory at the expense of his other neighbours. Possession [Page 50] of the field and a simple declaration were sufficient to establish sovereignty, though customarily there were appropriate celebrations and dancing. Wars of this sort helped to cement the feudal type of society which the Avungara had established. In such times all commoners and minor chiefs required an overlord to protect them and accept their service.
In several of the accounts it is not clear whether the ruler referred to should be classified as a king or a chief: on many occasions—for instance, when courts are described—the distinction is unimportant. Each king had a home chiefdom, as it were, personally administered by himself, in addition to those ruled by the chiefs who owed allegiance to him."																															
20	No	"The boundaries between chiefdoms are usually marked by streams or other natural features; the importance of a chief is estimated by the number of his subjects, not by the area he happens to govern. An idea of the size and composition of chiefdoms can be gathered from J. E. T. Phillips, 13
13 MS. “Notes on Sudan Administration.”
who states that when the Tembura District of Bahr el Ghazal (now Equatoria) Province was put under European administration, there were six well-established chiefdoms with a total population of 65,000, few of whom were Azande proper, and seven separate languages were spoken in the area. Schweinfurth 14
14 1873, vol. II, p. 22. Footnote.
states that there were 35 independent chiefs within the 48,000 square miles visited by Khartoum merchants, very few of whom deserved the title of king."																															
21	No	"Commoner Azande soon forget their own descent and do not bother to go back farther than their great-grandfathers: 20
20 This lack of interest is related to the unimportance of the clan system.
yet they remember the genealogies and myths which confirm the legitimacy of their chiefs, because it is through them that their common feelings of political unity are expressed. Each chief stands for his own chiefdom, in that his followers will describe themselves as “Tembura’s Man” or “Gangara’s Man”; and there was a similar relationship between king and chief. As, therefore, the existence of each political unit is dependent on a series of personal relationships, and is only secure while the same political head exists, the political relationship is expressed in personal terms. But only legitimate Avungara may be chiefs, so that not only are Avungara the political leaders of the society, but also, as a group, they constitute the permanent principle and enduring symbol of the historical continuity of the Azande. There are no sacred drums, beads, stools, or other insignia, which function as national symbols and possess in themselves a virtue superior to the chief’s. The Avungara dynasty created the Zande nation and through them the Zande nation is perpetuated."																															
22	No	"A king or chief attracts a host of dependants and has many wives, but his residence only differs from that of his subjects in the much larger number of its huts, the quality of its furnishings and in its division into private and public parts, separated from each other at least by a grass screen and sometimes by a large expanse of ground. The area covered could be very large and it was estimated that King Gbudwe’s court extended over five square miles. 22
22 Larken, 1927, p. 129.
Mangbetu chiefs in their glory seem to have enjoyed all the privileges of the Avungara to an excessive degree and to have been more wealthy and dictatorial. Indeed Schweinfurth states: “The Monbuttoo potentates enjoy far more prerogatives than the Niam-Niam princes.” 23
23 1873, vol. II, pp. 96-7.
But the actual organization of their provinces and their legal powers were almost identical, and they resembled Avungara chiefs temporarily writ large."																															
23	No	"Traditionally there was no formal system of land tenure; the right to work land depended on customary possession and use and, as there was plenty of land for the clearing, the chief had no real control over it, although nominally all land belonged to him. Chiefs, apparently, never possessed any ritual responsibility for their land, and therefore had no ritual claims upon it. Occasionally a chief might order rain-making ceremonies 53
53 See Evans-Pritchard, 21, 1936, p. 21.
to be performed but this was part of his general responsibility for the welfare of his people, and was not due to any ritual virtue with which he was endowed."																															
24	No	"The dues which a chief received were of three types: first, labour and service: the palanga had to hoe his gardens, and all his subjects were expected to supply materials for and build his homesteads. 54 Secondly, there were standard dues—ivory, a portion of every beast killed, a quantity of termite oil—and court dues. Thirdly, there were customary gifts that his subjects made him: presents after a successful legal action, gifts made by those who sought his favour, and the ordinary gifts which a Zande was expected to bring when he made a visit to court. Most of these were in the form of perishable foodstuffs or beer, and a chief did not accumulate them, but returned them to his subjects as presents or hospitality. A chief was expected to be generous and to entertain lavishly, to assist his needy subjects with subsistence and to acquire wives, to hold feasts and dances, while any Zande who visited court expected a substantial free meal. The myths which explain Avungara leadership stress the fact that because Kurangbwa 55 had dispensed excellent food he soon had a good following. Within this framework the gifts of food did not need [Page 60] to be prescribed, nor indeed could they be when supplies were so fluctuating; as generosity was a virtue that earned respect, subjects liked to give in order to increase their personal prestige, and chiefs, for the sake of their reputations, had to be lavish. The chief who was stingy knew that his subjects would show their diminishing respect by lessening their gifts, while the commoner who gave to his chief when he could knew that he would be assisted in his turn when need arose. The chief’s reserve was a sort of relief store. 56 Nevertheless, the commoner’s economic obligations to his chief were not enforced by sanctions such as those which bound him politically and legally; thus the Zande subject who was able to shirk his duties did so, even though he recognized his theoretical obligations.
Chiefs relied for essential produce on their own gardens; 57 tribute from their subjects would be restricted in amount by the limited subsistence agriculture practised by Azande, and was returned to them, plus any domestic surplus from the chief’s own gardens, either in celebrations or as recompense or dole. Of course the two supplies were not accounted for separately in that way, either by chief or subject. The chief saw that his people gave their tribute and the people saw that their chief was generous."																															
25	No	"Travellers, Junker 58 particularly, have commented on the simple mode of life, in food, dress, and ceremony, followed by the chiefs of the “early period,” in contrast with the splendour of the later Mangbetu and Avungara potentates, who had for some time been dealing with the Arab traders. This suggests that while the presence of the traders disturbed Avungara authority as a whole, it did, nevertheless, enable certain chiefs to extend their domains and acquire a firmer military and economic control over their subjects. Prisoners of war and all ivory were recognized by custom as due to the chief; and this custom was reinforced by the traders, who dealt exclusively with the chiefs and not with their subjects. The monopoly of this trade immensely increased the wealth of certain chiefs, and the redistribution of the presents which they obtained from the traders gave them a material hold over their subjects by creating new bonds of obligation. Certain chiefs accumulated great treasures. Munza’s wardrobe alone, for instance, occupied “a whole series of huts,” 59 one of which was entirely full of rare feathers. Certain chiefs also obtained enough rifles and ammunition from the traders to equip a strong band of their own warriors. This increased military strength was used by those chiefs who collected sufficient to arm a strong band, to subdue dissentients within their own chiefdoms, to attack their neighbours, and to repel the traders themselves. The best known example of a chief of this type was Mofio, who armed a band 300 strong and then held his own against the slavers. 60 But such examples are rare and the traders only temporarily influenced small areas of Zandeland."																															
26	No	"For a chief to aspire to any degree of magnificence it was necessary for him not only to have a large group of working wives, and a strongly disciplined palanga, but also to be politically secure in his chiefdom. According to Lagae a chief had certain privileges which enabled him to marry a large number of wives, thus contracting personal ties with their families, and at the same time to accumulate a store of wealth which he could use to attach others to himself. When a chief took a wife among his subjects he was not obliged to pay the customary bridewealth though he might make a token payment of two or three knives. On the death of a chief’s wife his subjects were expected to contribute gifts as marks of their sorrow [Page 61] and mourning and these the chief was expected to hand on to the father of the dead woman."																															
27	No	"When the daughter of a chief was taken in marriage by a commoner, her husband was obliged to contribute between 40 and 60 knives, or at least double the usual bridewealth. This clearly placed the chief in a position where he was certain to acquire wives and knives though they would not normally remain as accumulated stock."																															
28	No	"Lagae 62 records an indirect method by which chiefs, through their control of the administration of justice, could obtain, if not direct revenue, at any rate food-producing women. If the chief’s oracle had decided in favour of the defendant in an adultery case, and the chief had awarded the customary damages of one woman and 20 knives, the defendant would often keep the knives only, and surrender the woman to his chief.
From the stock of women he acquired by methods such as the above, and from those captured in war, a chief might reward a faithful servant with a wife, thereby making his servant further obliged to him, for the chief could assume some of the attributes of a father-in-law. In such cases no bridewealth was paid and there were none of the usual ceremonies, and any daughters of the marriage were delivered up to the chief and were known as daughters of the gift ( wilimofu). 63 "																															
29	No	"In the sphere of “ political ” relationships between chiefs, a king was always the father or elder brother of his subordinate chiefs, and any subordinate chief would be in the same relationship to his own subordinate “ sub-chiefs ”; thus each subordinate was bound to his superior by personal bonds of obligation, such as bound every Zande son or younger brother to his father or elder brother. These obligations, which both parties would have been brought up to recognize, included mutual assistance and the exchange of gifts, though in the absence of political organization they would not be expressed in terms of tribute or relief."																															
30	No	"“ The rulers of the country do not levy regular taxes, but the chiefs are expected to appear before them from time to time, when they bring with them presents of girls, cattle, eggs, barkcloth, etc. During the time of their residence at court, the sovereign is bound to find them in food, which accounts for the great crowd of servants, and especially wives, belonging to each chief, for upon them devolves the cultivation of the fields.” 64
But even these obligations 65 between Avungara were often weakened by the ambition of individual chiefs to break away and be independent; often a tribute obligation, though recognized, was not honoured because it could not be exacted by force. We suggest that, in so far as a subordinate chief was expected by his king to make presents of the kind referred to by Emin Pasha, there was a constant [Page 62] incitement to each chief to raid his neighbours and, if possible, annex fresh territories, not only in order to increase his own power, and thereby his chances of becoming independent or succeeding the king on his death, but also to extort from the defeated the presents that he in turn was expected to give. The tribute system thus encouraged and supported the Mangbetu policy of aggressive expansion. In the political and economic organization of the Zande, which was similar to that of the Mangbetu, the same forces were presumably at work. We have no idea what quantities of food-stuffs were brought to a chief by a sub-chief’s tribute-bearing party, but as everything had to be carried by porters, the amount could never have been a great deal more than would be required to entertain the party with food and drink."																															
31	No	"A chief’s economic well-being seems, therefore, to have been related to the extent of his political authority over his subordinate chiefs.
Few definite conclusions can be drawn about the economic relations either between chief and commoner or between chief and chief. The accounts given by our authorities nowhere present a complete picture, and indeed frequently do not tally, though the contradictions are sometimes more apparent than real. It is certain that all commoners were under an obligation to deliver to their chiefs all ivory, all prisoners of war, and a share of the spoils of the chase; to make periodic gifts of produce, to build and maintain the chief’s homestead, and to serve in his palanga or bodyguard-labour squad. These obligations were an extension of those existing between members of a homestead and its head, between homestead heads and their deputy, and between deputies and their chiefs, who were invariably close kinsmen.
Thus, the Zande economic system, aided by the influence of the traders, increased the political solidarity of certain chiefdoms and kingdoms, though in others the political authority of the Avungara was weakened by the acquisitive actions of individual chiefs, the formation of independent groups within chiefdoms, and the setting up of permanent zeribas by traders. In addition the traders were prepared to ally themselves with one chief against another and to intervene in succession wars, thus intruding an extraneous force into the social and political struggle."																															
32	No	"Before European occupation warfare occupied a great part of the male Zande’s time, and the Azande were noted and redoubtable warriors. The comparative efficiency of their military organization is demonstrated by the extent of their conquests. Although a chief depended for a part of his labour upon his palanga this was primarily a military organization.
The palanga or aparanga, as it is called in the Sudan, 66 was the nucleus of a chief’s forces. The members lived at court in special huts at the entrance to the chief’s enclosure. It consisted of a selection of the young unmarried warriors of the chiefdom; Seligman mentions 20 years as the recruiting age. There seem to have been two types of young men who were consistently recruited: those whose families for some reason were poor, and who sought advancement at court, where the chief’s favour would compensate for their social shortcomings; it was probably men of this class who received wives without payment of bridewealth, as mentioned by Lagae. 67 The second type consisted of boys whom the chiefs often received as pages and educated. Apalanga were perforce unmarried, not apparently by regulation but because of their restricted opportunities.
The palanga was under the direct orders of the chief, and was ready at all times both for raiding and as a garrison to protect the chief from surprise attacks, a chief usually siting his settlement so that his personal huts could only be approached through those of his palanga. They were also ready for instant action should a [Page 63] herd of elephants enter the neighbourhood, an event which was recognized as being of “ national importance,” because of the hundredweights of ivory and tons of meat that there was a chance of securing. 68 The chief’s control of the palanga was in this respect valuable to him economically, because he was able to trade the ivory and feast his people. The only information about the size of a palanga is given by Schweinfurth, who estimated Chief Nganye’s bodyguard as between 20 and 30; Nganye being a chief who maintained his court in medium luxury.
The control of such a body of permanent warriors must have reinforced a chief’s authority and, although they may at times have been an embarrassment, a chief who had ability could direct the organization to strengthen his own personal power. 
A confidential duty of the chief’s warriors was to keep under observation the network of connecting paths around the chief’s court, especially if the chief was suspicious of the loyalty of any of his followers. 69	
"																															
33	No	"The organization for defence was simple: the chief summoned his warriors by sounding the war drum, and they came immediately. To start a war, however, was a more complicated procedure. The chief, according to Seligman, “ organized the war party, decided the number of fighting men, the order of battle, the use of magic, the disposal of prisoners, etc.” 73 Lagae’s account 74 is fuller and confirms that the chief was prime mover, though he could not act without his people. Indeed, surrounded as he was by his young warriors, it was often in fact the chief who was urged into organizing a raid to satisfy his people. He was the only person able to declare war or make peace, and he could initiate proceedings by consulting his oracle to see if the time was propitious for war. If the oracle 75 gave a favourable answer the chief would summon his deputies, outline to them his plans, and recount the decision of the oracle. He would not ask them directly if they favoured the war, but by the enthusiasm of their response would decide whether or not to proceed with his plans. If the chief’s people clamoured for war he sent a deputation bearing a broken spear, which ensured safe conduct, to the enemy chief and laid his demands before him. Wars were generally the culmination of a long period of hostility and jealousy between chiefs. Indeed there was an almost perpetual state of war between most neighbouring chiefdoms, as for instance between Gbudwe and Wando, which sometimes remained latent and sometimes broke out into open fighting."																															
34	No	"Two or more chiefs would often join together in temporary alliance in order to raid a third; sometimes this bond was reinforced by the two chiefs contracting bloodbrotherhood. If a chief wished another to join him in such a raiding alliance, he sent a bundle of spears by his messenger as a token. 76 War was also declared by [Page 64] displaying symbolical tokens. 77 Most Zande wars were waged over succession disputes, or as part of a constant battle for prestige between two powerful independent chiefs; but chiefs situated on the Zande marches constantly endeavoured to increase the number of their subjects, and hence their prestige, by conquering and absorbing their non-Zande neighbours. Larken states that a chief would first dispatch spies ( a-bomai) to settle in the enemy country so as to act as guides to his troops when he later attacked. When the war drums sounded the warriors collected and were dispatched under the command of a distinguished soldier."																															
35	No	"Battles did not usually last long, although a state of war might last for months or even years. Azande usually attacked shortly after dawn, and night fighting was rare. All the authorities have noted that the chief rarely accompanied his troops into battle but remained behind with his women and a picked guard, ready to slip into the forest or swamps if the enemy were victorious. There were exceptions to this rule, however, and the most conspicuously successful chiefs did accompany their troops. All booty and prisoners were the chief’s property, though he was expected to share his good fortune with his people. If a chief was excessively avaricious and did not distribute the booty, his people might refuse to follow him to war."																															
36	No	"Formerly the news of the death gradually spread through the chiefdom and the sons of the chief then prepared for the succession struggle which usually followed. All the kin of the chief, indeed the whole of the kingdom, assumed mourning and [Page 79] assembled about the court. There are no obligations on his kin to avenge the death of a chief, which is generally attributed to sorcery or cats. 68
68 Evans-Pritchard, 24, 1937, p. 33. Lagae (6, 1926, p. 222) says that the oracle is consulted and the witch privily destroyed. See below, p. 84.
Nowadays the successor to a chiefdom retires into the ngbwadimo of his father without fear of usurpation, and consults the oracles as to the time when he shall present himself to his new subjects. On the chosen day there is general rejoicing and a great feast and distribution of gifts. The new chief then consults the oracles as to whether he should build another homestead for himself; if he does so, the homestead of the late chief is left to revert to bush, but is not burned."																															
37	No	"Though the most knowledgeable witch-doctors tend to become leaders, there is no institutionalized organization or leadership among them. Those witch-doctors who live near together may form a corporation; and there is always a gbia (leader) of the group, who is distinguished from the others by his personality, age, and knowledge of medicines. But important as a witch-doctor is in his ritual capacity as a fighter of witchcraft, and powerful as he may become as a result of the economic rewards of his profession, people only treat him as a witch-doctor when he is practising as one, and he enjoys no added status or respect in other spheres of social life."																															
38	No	"“Unlike all other tribes in the district, the Azande neither buy nor sell their wives, although they are polygamists in the highest degree, there being practically no limit to the number of women who may be owned as wives by the chief."																															
39	No	"“The chiefs of this tribe have a much greater power than that usually invested by the Central African natives in their chiefs, who oftener than not are chiefs only in name, and bear an empty title that carries with it very few rights. The Azande chief is an important functionary both in time of peace and in the conduct of warfare. His rule is absolute almost to despotism; life and death are in his hands, nor does he neglect the exercise of these prerogatives.”"																															
40	No	"“One of their methods of trial is the ordeal by poison. The accused, being brought before the chief, is ordered to drink a cup of some virulent poison, the ingredients of which are jealously kept secret. He receives the cup and takes the draught. He stands still for a moment, all around watching eagerly what the effect on him will be. Not a word is spoken, absolute silence reigning over the proceedings. His hands begin to quiver--not from fear, but by reason of the action of the poison, which has a contracting effect upon the muscles. Gradually his sinews tighten; he becomes quite rigid, falling dead without a sound. He is considered innocent if the drug fail in its effect, of if he vomit it, but it has nearly always the same fatal result.
The termination of the ordeal is almost a foregone conclusion in every case, for it may well be assumed that a chief will not impose the ordeal by poison unless he is anxious to get rid of the person suspected"																															
41	No	"“The king [JMA: i.e. Kanna, a southern Zande chief] heard complaints in public, and pronounced sentence on the spot, such being the traditional custom of the Sandeh. The execution of the sentence was also immediate, and if death by strangulation was to be the fate of the offender, the corpse was left to be devoured by wild animals and rapacious birds, or was either eaten or buried according to the judgment. Sometimes, as a sign of the Sovereign’s clemency, the decree ordered one half of the body to be interred, the other part to be eaten or left for the beasts."																															
42	No	“It is in the use of beverages that the black shows his tendency to debauchery. To drink deeply is considered a sign of strength and bravery. A chief must know how to drink; he must get drunk often and thoroughly. This habit is one of the causes of frequent riots and hatred between individuals and families of the same tribe.”																															
43	No	"Azande have many muskets, which are now imported only as gifts from the government to Azande chiefs. Each chief receives one or two muskets as his bonus per ton of india-rubber delivered by his subjects. Beautifully worked leather cartridge-belts worn by warriors are even more common than fire-arms. These were already in wide circulation at the time of De La Kéthulle De Ryhove’s journey; he mentions the fact that they were called “kaffa”."																															
44	No	"The single Azande clans seem to have very varied origins, and to stem mainly from the aboriginal population. For instance, the Akowe were unquestionably once Momwu, and were only accepted by the Azande clan later on. I was assured that the Abanga stem from the Abarambo; and although the Apania call themselves Azande, it is alleged that they still generally speak Abarambo among themselves. On the whole, this gives us a picture of the secondary homogenetic process in this ethnic area that had been so cut up by the Azande migrations. The separate clans do not become completely disorganized when they enter their new social structure. The chief’s power is the greatest integrating factor. It not only minimizes contrasts, but also the differences between the clans, and has created the present Azande people out of all the heterogeneous elements."																															
45	No	"The Azande clan-system is headed by the strong development of a system of chiefs. The chief stands so high above the level of the subjugated clans, that members of these amount to little more than slaves. He has full rights over clan-members, as well as over their property, despite the fact that he is continually faced with their resistance, for a clan is not disorganized, but only subjugated. The chief is war-lord, as well as the supreme judge. But he is not a law-giver, since everything has to be dealt with according to custom. Besides ivory and his part of the spoils of the hunt, the taxes which an Azande chief collects from his subjects are minimal; they are greatly disproportionate to his power, and can really be regarded as gifts. Because of this, his many wives have to cultivate extensive fields in order to provide for the house-hold. His subjects refuse to be saddled with this burden."																															
46	No	"But, despite this, we cannot ignore the existence of certain social tensions. The chiefs, who are always anxious to maintain their position, appear to show some distrust of men of importance (Grössen) and therefore tend to lean on the lower class population for support against them. The custom, noted by Hutereau, which permits an Avungura to lend any slave, who has twice fled to him for protection, to another man indicates this; and this power makes the chief the protector of the weak."																															
47	No	"Casati points out that the severity with which misdemeanors and crimes are punished depends on the individual chiefs; he contrasts bloodthirsty Bakangoi with farsighted Kana. But even this good-natured chief has anyone who attempts to leave his territory killed by ax-blows. Bakangoi had condemned persons killed by strangulation. The victim was hanged to a tree, and his feet were pulled until he died."																															
48	No	"Azande society does not recognize money as a means for exercising power over the individual. Among the Azande, ones needs cannot be satisfied by money. In order for an Azande man to satisfy his relatively simple needs, he must have wives. His wife provides him with a household, she [55] cultivates his fields and gardens, bears him children, supplies all his needs. She makes the Azande independent. The chief, in order to have authority, must therefore have an influential say in all matters concerning the purchase of women. The more conclusive his word is, the greater his power."																															
49	No	"In spite of the fact that the power of the chief is very great, he still has to consider the clans that are subject to him. These clans often pursue interests that differ from those of the chief, and may even be partially opposed to his; this limits his power to a certain, but not too great an extent. It shifts the limits of his power in one direction or another, depending on the personality of the chief. Therefore, the specific pattern of relationship obtaining between a chief and his clan is limited, and cannot be defined in general terms, as certain observers have maintained.
A clan has to have solidarity and resistance in order to protect its interests against the outside world. Small clans cannot assert themselves as strongly as large clans, nor protect the interests of their members as effectively. Therefore, it is everyone’s duty to have as many children as possible, which explains the respect given to mothers. Since the primary requirement for a man is a wife, the clan attaches particular importance to the mother. The sterile wife is a possession that does not produce the assets expected of her, hence she is disdained.
The clan has to procure wives for its members in order to make sure of offspring. This brings it into conflict with its chief, who is trying to exercise his power and discipline by means of the possession of women in the higher social group that is made up of many clans. So an equilibrium has to be established between the centrifugal efforts of the clan, and the centripetal goals of the chief. The extent of a chief’s power depends on how many wives a chief can assemble in his harem and be free to bestow on his subjects."																															
50	No	"If a chief is powerful, he does not limit his descendants to the women he has loaned, whose eldest daughter, according to law, is supposed to return to his harem. But if he is weak, then clans can exchange and purchase a larger number of women. It is not unusual for chiefs to buy wives for their subjects.
If the clans are powerful, they have little consideration for the chief. This is also shown by the fact that women of subjugated clans enjoy far greater freedom before marriage than the Avungura women, although they too set a high value on virginity. The main point is that girls can have intercourse with their suitors before the payment is effected. Intercourse takes place whenever there is an opportunity for it, but always openly and with the one man only. The clan’s interests are not harmed by this."																															
