cs_ID,cs_textrec_ID,cs_code_ follower.benefits,cs_code_ follower.costs,cs_code_ leader.benefits,cs_code_ leader.costs,follower.benefits_fitness,follower.benefits_mating,follower.benefits_other,follower.benefits_reduced.risk.harm.conflict,follower.benefits_resource_food,follower.benefits_resource_other,follower.benefits_social.services,follower.benefits_social.status.reputation,follower.benefits_territory,follower.costs_fitness,follower.costs_increased.risk.harm.conflict,follower.costs_mating,follower.costs_other,follower.costs_resource_food,follower.costs_resource_other,follower.costs_social.services,follower.costs_social.status,follower.costs_territory,function_bestow.mate,function_organize.cooperation,function_political.appointments,function_resolve.conflcit,functions_construction.infrastructure,functions_context,functions_control.calendar,functions_control.economics,functions_control.immigration,functions_council.member,functions_distribute.resources,functions_group.determination,functions_group.representative,functions_hospitality,functions_medicinal,functions_military.command,functions_moral.authority,functions_new.settlement,functions_policymaking,functions_prosocial.investment,functions_protection,functions_provide.counsel,functions_provide.subsistence,functions_punishment,functions_ritual,functions_serve.leader,functions_social.functions,functions_strategic.planning,leader.benefits_fitness,leader.benefits_mating,leader.benefits_other,leader.benefits_reduced.risk.harm.conflict,leader.benefits_resource_food,leader.benefits_resource_other,leader.benefits_social.services,leader.benefits_social.status.reputation,leader.benefits_territory,leader.costs_fitness.costs,leader.costs_increased.risk.harm.conflict,leader.costs_other,leader.costs_resource_food.cost,leader.costs_resources_other.cost,leader.costs_social.status,leader.costs_territory.cost,leader.costs.mating.cost,leader.costs.social.services,qualities_artistic.performance,qualities_drug.consumption,qualities_exp.accomplished,qualities_generous,qualities_high.status,qualities_wealthy,qualities.age,qualities.aggressive,qualities.ambition,qualities.attractive,qualities.bravery,qualities.charisma,qualities.coercive.authority,qualities.confident,qualities.culturally.conservative,qualities.culturally.progressive,qualities.decisive,qualities.fairness,qualities.favorable.personality,qualities.high.quality.spouse,qualities.honest,qualities.humble,qualities.industriousness,qualities.ingroup.member,qualities.innovative,qualities.interpersonal.skills,qualities.killer,qualities.knowlageable.intellect,qualities.loyalty,qualities.many.children,qualities.oratory.skill,qualities.physical.health,qualities.physically.strong,qualities.polygynous,qualities.proper.behavior,qualities.prosocial,qualities.social.contacts,qualities.strategic.nepotism,qualities.strategic.planner,qualities.supernatural,qualities.xenophobic
10314,345,-1,-1,"Conversely, satisfactory service was rewarded by promotion to the control of larger and larger areas......The only definite security which a chief had was that he would never revert altogether to the status of a peasant; however deep his disgrace, he would at least be left in control of some ten or twenty men","Failure to carry out the duties of government—to remit taxes punctually, keep the paths open, and so forth—cowardice in war, unpopularity, which was taken as a sign of bad government, or any personal offence towards the king, was punished with deposition",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,,,0,,,,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10315,346,-1,-1,"But he who has many people will eat sweet potatoes, bananas, fowls, and goats.”",-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,0,,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10316,347,"The chief would kill cattle when he saw that they were tired; they ate their fill and then worked with all their might...he was also expected to distribute meat whenever he killed, if not to kill for the express purpose of making a distribution. ",-1,-1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,1,,,,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,1,,,,,,
10317,348,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,,1,,,,,,,,1,,,,,0,,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10318,349,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10319,350,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10320,351,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10321,352,Command over a military expedition was a favour granted by the king to a loyal follower,any subject’s refusal to fight was regarded as treachery to the king,-1,-1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,,0,,,,,,,,,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10322,353,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10323,354,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10324,355,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10325,356,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,,1,,,,,,,,0,,,,,1,,0,0,1,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,1,
10326,357,-1,-1,-1,"the sultan of Majeerteenia, once the nominal head of the entire confederation, retained authority only over his own subclan, while new leaders emerged at the heads of smaller tribal groups to assert their independence from the sultanate.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,,,,,,,,,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10327,358,"This mystical authority was seen to improve his ability as a mediator, as a diviner, and as a protector of his followers",-1,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,,,,,,,,,,0,,,,,1,,0,0,1,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,1,,,,,,,,,,,,1,
10328,359,-1,-1,-1,the legendary Sultan Yusuf Muhammad was killed in a battle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10329,360,-1,-1,These powers have often been the basis for changing the elective regime of the chief into a hereditary one; ,"the king assumes the figure of an earthly incarnation of the Sky-God; he must avoid, as is also the custom among the Z[unknown]inǵär[unknown]o ( 1 ), going out during the day, to avoid being seen—by means of the sun—by the celestial God, and—among other tribes—he must avoid meeting the glance of kings of neighboring states with equal power. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,0,1,,,,0,,0,0,1,,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10330,361,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,0,,,,,0,,0,0,1,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10331,362,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,1,0,,,,,0,,0,1,1,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,1,
10332,363,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,,,,,,,1,,,1,,,,,0,,0,0,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10333,364,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,,,,,,,1,,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10334,365,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10335,366,-1,taxes,"The Sultan exercises his power over the fractions of the Migiurtini tribe and over the Discisciu by means of his emissaries, who collect taxes for him and act as intermediaries between him and the chiefs of the fractions themselves. ",-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,,1,,,,,,,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10336,367,-1,-1,The Sultan does not lead the army of the tribe in war. He names a chief of the armed forces.,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,,,,,,,,,,0,,,,,0,,0,0,0,,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10337,368,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10338,369,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,,,,,,,1,,,0,,,,,1,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10339,370,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,,,-1,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10340,371,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10341,372,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,,,,,,,,,,,0,,,,,,,,,1,,,,,,,,,,,,,
10342,373,-1,-1,"Because of his privileged position and the nominal respect paid to him, he is sometimes offered gifts of tribute ( abaalgud, sado ) and shown other gestures of respect...Sometimes, as on his installation, he may be given a girl in marriage by his people without any payment of bride-wealth. ",-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,0,,0,0,0,,0,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,,,,0,,,,,,0,,,,,,,,,0,,,1,,,,,1,,,,,
10343,374,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,,,,,,,,,0,,,,,,,0,,,,,,
10344,375,The leader is entitled to a larger share in any captured booty than that allotted to ordinary members of the party,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10345,376,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10346,377,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10347,378,-1,-1,-1,"When a member is financially unable to pay his share, the Aqila is expected to pay for him and collect at a later time when the member is in a position to make such payment.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,,,,,,,,,,0,,,,,0,,0,1,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10348,379,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,0,,1,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10349,380,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,,,,,,,,,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10350,381,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,,,,,,,,,,0,,,1,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10351,382,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,,,,0,,,,,,,1,,0,,,,,,,,,,,,,
10352,383,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10353,384,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,0,,1,,,0,,0,0,0,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10354,385,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,1,,,1,1,,,,,,,,,
10355,386,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10356,387,"Gifts of the kind mentioned, which pass from the shaikh to his followers, are payment in kind for the labour of some of them",-1,"Gifts of the kind mentioned, which pass from the shaikh to his followers, are payment in kind for the labour of some of them",-1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,1,,,,,0,,,,,0,,1,0,0,,1,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10357,388,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,0,1,,,,,,,,0,,,,,,,,,,,,,
10358,389,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,1,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,,,,,,,,,0,1,,,,,,,,0,,,,,,,,,,,,,
10359,390,-1,"The chiefs, to sum it up, aggrandized themselves at the expense of their tribesmen.","The chiefs' houses began to grow by leaps and bounds (by corvée, but in this case unpaid) as new walls and towers were added. Bare mud walls were plastered over neatly and plaster incised with zellij-work decorated their guest rooms, this, in turn, covered over with brocades and velvet hangings. Elaborate English silver tea services began to grace the chiefs' tables, setting along-side Austrian crystal tea glasses. Large storage-rooms were added on, where enormous reserves of grain were stored. In the style of the old-time chiefs, they surrounded themselves with retainers whom they unabashedly referred to as “soldiers” ( imoxznyn ). ...Since the chiefs also monopolized contact with the Bureau, if a tribesman had business with the government he had first to get the attention of his chief, and this required at least a small present, perhaps a carpet or a new glass for his tea service (two of the chiefs rapidly ran out of space to store their growing collection of gifts and had to have new rooms built onto their houses for this purpose).",-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,0,,,,,0,,0,0,0,,0,,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10360,391,-1,-1,"Soon a great chief comes to possess about a hundred wives, without counting the slaves, by whom he has numerous sons.",-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,0,,0,0,0,,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10361,392,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10362,393,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10363,394,-1,-1,that reigning chiefs always push their own sons at the expense of the sons of deceased chiefs,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,0,,0,0,0,,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10364,395,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10365,396,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10366,397,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,,,,,,,,,,0,,,,,0,,0,0,1,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10367,398,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10368,399,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,1,,,,,,,,,0,
10369,400,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10370,401,-1,-1,The royal wisdom frees him from the communal rules of decorum,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10371,402,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,1,,,,,,,,,
10372,403,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10373,404,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,0,,,,,0,,0,1,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10374,405,-1,-1,-1,"In this state it is dangerous for them to approach the ancestral spirits in any rite of prayer or sacrifice; and any chief or headman who attempted to perform such a ceremony without purification would run the risk of bringing disaster on his district....For the chief to be casual in keeping sex taboos, or to approach his ancestors without purification is ‘to spoil the land’ ( ukuonaula icalo ).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10375,406,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,0,,,,,0,,0,0,1,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10376,407,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,,,,,,,,,,1,,,0,,0,,0,1,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
