cs_ID,cs_textrec_ID,text_type,c_culture_code,c_name,c_region,c_subregion,c_subsistence_type,c_subsistence_code,c_latitude,c_longitude,c_cultural_complexity,demo_sex,dom_aggression,dom_assert.authority,dom_avoid.dom,dom_fear,dom_fighting,dom_personality,dom_reputation,dom_strong,hooper_performance,hooper_sanction.freeriders,hooper_payoff,hooper_group.size,hooper_coop.activities,neel_intelligence,neel_polygynous,neel_better.mates,neel_big.family,prestige_counsel,prestige_emulated,prestige_expertise,prestige_family,prestige_f.exp.success,prestige_likable,prestige_respected,doc_ID,doc_field_date,doc_coverage_date,doc_evaluation,author_ID
10326,357,case,MO04,Somali,Africa,Eastern Africa,pastoralists,3,5,46.21,28,unkown,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,mo04-033,Dec. 1970-Nov. 1971; Sept.-Dec. 1977,ca. 1600-1900,5: Excellent primary data,72
10327,358,both,MO04,Somali,Africa,Eastern Africa,pastoralists,3,5,46.21,28,male,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,-1,1,mo04-033,Dec. 1970-Nov. 1971; Sept.-Dec. 1977,ca. 1600-1900,5: Excellent primary data,72
10328,359,case,MO04,Somali,Africa,Eastern Africa,pastoralists,3,5,46.21,28,unkown,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,mo04-033,Dec. 1970-Nov. 1971; Sept.-Dec. 1977,ca. 1600-1900,5: Excellent primary data,72
10329,360,both,MO04,Somali,Africa,Eastern Africa,pastoralists,3,5,46.21,28,male,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,mo04-010,no date,not specified,5: Excellent primary data,73
10330,361,cultural model,MO04,Somali,Africa,Eastern Africa,pastoralists,3,5,46.21,28,male,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,mo04-010,no date,not specified,5: Excellent primary data,73
10331,362,both,MO04,Somali,Africa,Eastern Africa,pastoralists,3,5,46.21,28,male,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,mo04-010,no date,not specified,5: Excellent primary data,73
10332,363,cultural model,MO04,Somali,Africa,Eastern Africa,pastoralists,3,5,46.21,28,male,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,mo04-027,ca. 1920,not specified,"4: Excellent secondary data5: Excellent primary data",74
10333,364,cultural model,MO04,Somali,Africa,Eastern Africa,pastoralists,3,5,46.21,28,male,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,mo04-027,ca. 1920,not specified,"4: Excellent secondary data5: Excellent primary data",74
10334,365,cultural model,MO04,Somali,Africa,Eastern Africa,pastoralists,3,5,46.21,28,male,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,mo04-027,ca. 1920,not specified,"4: Excellent secondary data5: Excellent primary data",74
10335,366,cultural model,MO04,Somali,Africa,Eastern Africa,pastoralists,3,5,46.21,28,male,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mo04-021,1916,not specified,"4: Excellent secondary data5: Excellent primary data",75
10336,367,cultural model,MO04,Somali,Africa,Eastern Africa,pastoralists,3,5,46.21,28,male,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mo04-021,1916,not specified,"4: Excellent secondary data5: Excellent primary data",75
10337,368,cultural model,MO04,Somali,Africa,Eastern Africa,pastoralists,3,5,46.21,28,male,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,1,mo04-018,1955-1957,ca. 1930-1955,"4: Excellent secondary data5: Excellent primary data",76
10338,369,cultural model,MO04,Somali,Africa,Eastern Africa,pastoralists,3,5,46.21,28,male,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,mo04-018,1955-1957,ca. 1930-1955,"4: Excellent secondary data5: Excellent primary data",76
10339,370,cultural model,MO04,Somali,Africa,Eastern Africa,pastoralists,3,5,46.21,28,male,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,mo04-018,1955-1957,ca. 1930-1955,"4: Excellent secondary data5: Excellent primary data",76
10340,371,cultural model,MO04,Somali,Africa,Eastern Africa,pastoralists,3,5,46.21,28,male,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mo04-018,1955-1957,ca. 1930-1955,"4: Excellent secondary data5: Excellent primary data",76
10341,372,cultural model,MO04,Somali,Africa,Eastern Africa,pastoralists,3,5,46.21,28,male,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,-1,1,mo04-018,1955-1957,ca. 1930-1955,"4: Excellent secondary data5: Excellent primary data",76
10342,373,cultural model,MO04,Somali,Africa,Eastern Africa,pastoralists,3,5,46.21,28,male,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,mo04-018,1955-1957,ca. 1930-1955,"4: Excellent secondary data5: Excellent primary data",76
10343,374,cultural model,MO04,Somali,Africa,Eastern Africa,pastoralists,3,5,46.21,28,male,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,mo04-018,1955-1957,ca. 1930-1955,"4: Excellent secondary data5: Excellent primary data",76
10344,375,cultural model,MO04,Somali,Africa,Eastern Africa,pastoralists,3,5,46.21,28,male,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,mo04-018,1955-1957,ca. 1930-1955,"4: Excellent secondary data5: Excellent primary data",76
10345,376,cultural model,MT09,Libyan Bedouin ,Africa,Northern Africa,pastoralists,3,26,24,NA,unkown,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,mt09-010,1978-1980,1978-1980,5: Excellent primary data,77
10346,377,cultural model,MT09,Libyan Bedouin ,Africa,Northern Africa,pastoralists,3,26,24,NA,male,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,mt09-002,"1958, 1965-1966",1958-1966,5: Excellent primary data,78
10347,378,cultural model,MT09,Libyan Bedouin ,Africa,Northern Africa,pastoralists,3,26,24,NA,male,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,mt09-002,"1958, 1965-1966",1958-1966,5: Excellent primary data,78
10348,379,cultural model,MT09,Libyan Bedouin ,Africa,Northern Africa,pastoralists,3,26,24,NA,male,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,mt09-002,"1958, 1965-1966",1958-1966,5: Excellent primary data,78
10349,380,cultural model,MT09,Libyan Bedouin ,Africa,Northern Africa,pastoralists,3,26,24,NA,male,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,mt09-002,"1958, 1965-1966",1958-1966,5: Excellent primary data,78
10350,381,cultural model,MT09,Libyan Bedouin ,Africa,Northern Africa,pastoralists,3,26,24,NA,male,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,mt09-002,"1958, 1965-1966",1958-1966,5: Excellent primary data,78
10351,382,both,MT09,Libyan Bedouin ,Africa,Northern Africa,pastoralists,3,26,24,NA,male,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mt09-001,1964-1965,1964-1965,5: Excellent primary data,79
10352,383,cultural model,MT09,Libyan Bedouin ,Africa,Northern Africa,pastoralists,3,26,24,NA,male,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mt09-017,1948-1950,1948-1950,"4: Excellent secondary data5: Excellent primary data",80
10353,384,cultural model,MT09,Libyan Bedouin ,Africa,Northern Africa,pastoralists,3,26,24,NA,male,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,mt09-017,1948-1950,1948-1950,"4: Excellent secondary data5: Excellent primary data",80
10354,385,both,MT09,Libyan Bedouin ,Africa,Northern Africa,pastoralists,3,26,24,NA,male,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mt09-017,1948-1950,1948-1950,"4: Excellent secondary data5: Excellent primary data",80
10355,386,cultural model,MT09,Libyan Bedouin ,Africa,Northern Africa,pastoralists,3,26,24,NA,male,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mt09-017,1948-1950,1948-1950,"4: Excellent secondary data5: Excellent primary data",80
10356,387,cultural model,MT09,Libyan Bedouin ,Africa,Northern Africa,pastoralists,3,26,24,NA,male,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,mt09-017,1948-1950,1948-1950,"4: Excellent secondary data5: Excellent primary data",80
10357,388,cultural model,MT09,Libyan Bedouin ,Africa,Northern Africa,pastoralists,3,26,24,NA,female,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mt09-017,1948-1950,1948-1950,"4: Excellent secondary data5: Excellent primary data",80
10358,389,cultural model,MT09,Libyan Bedouin ,Africa,Northern Africa,pastoralists,3,26,24,NA,female,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,mt09-017,1948-1950,1948-1950,"4: Excellent secondary data5: Excellent primary data",80
10359,390,cultural model,MW11,Shluh,Africa,Northern Africa,intensive agriculturalists,5,30.5,-8,42,male,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mw11-005,1969-1971 (p. ix),"variable, 1580-1971",5: Excellent primary data,81
10360,391,cultural model,MW11,Shluh,Africa,Northern Africa,intensive agriculturalists,5,30.5,-8,42,male,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,mw11-002,ca. 1921-1928,Roman and Carthaginian periods to 1928,5: Excellent primary data,82
10361,392,cultural model,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,male,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,fq05-006,ca. 1940,not specified,5: Excellent primary data,83
10362,393,cultural model,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,male,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,fq05-006,ca. 1940,not specified,5: Excellent primary data,83
10363,394,both,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,male,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,fq05-006,ca. 1940,not specified,5: Excellent primary data,83
10364,395,cultural model,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,male,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,fq05-006,ca. 1940,not specified,5: Excellent primary data,83
10365,396,cultural model,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,male,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,fq05-012,1958-1989,ca. 1892-1992,"4: Excellent secondary data5: Excellent primary data",84
10366,397,cultural model,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,both,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,fq05-012,1958-1989,ca. 1892-1992,"4: Excellent secondary data5: Excellent primary data",84
10367,398,cultural model,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,male,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,fq05-012,1958-1989,ca. 1892-1992,"4: Excellent secondary data5: Excellent primary data",84
10368,399,cultural model,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,male,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,fq05-011,"1978-79, 1981",not specified,5: Excellent primary data,85
10369,400,cultural model,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,male,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,fq05-011,"1978-79, 1981",not specified,5: Excellent primary data,85
10370,401,cultural model,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,male,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,fq05-011,"1978-79, 1981",not specified,5: Excellent primary data,85
10371,402,cultural model,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,male,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,fq05-011,"1978-79, 1981",not specified,5: Excellent primary data,85
10372,403,case,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,male,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,fq05-011,"1978-79, 1981",not specified,5: Excellent primary data,85
10373,404,cultural model,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,male,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,fq05-009,1930-1934,not specified,5: Excellent primary data,86
10374,405,cultural model,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,male,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,fq05-003,1930-1934,not specified,5: Excellent primary data,87
10375,406,cultural model,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,male,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,fq05-003,1930-1934,not specified,5: Excellent primary data,87
10376,407,cultural model,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,male,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,fq05-003,1930-1934,not specified,5: Excellent primary data,87
10377,408,cultural model,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,male,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,fq05-003,1930-1934,not specified,5: Excellent primary data,87
10378,409,cultural model,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,male,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,fq05-003,1930-1934,not specified,5: Excellent primary data,87
10379,410,cultural model,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,male,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,fq05-003,1930-1934,not specified,5: Excellent primary data,87
10380,411,cultural model,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,female,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,-1,-1,1,fq05-003,1930-1934,not specified,5: Excellent primary data,87
10381,412,cultural model,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,female,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,fq05-003,1930-1934,not specified,5: Excellent primary data,87
10382,413,cultural model,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,female,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,fq05-003,1930-1934,not specified,5: Excellent primary data,87
10383,414,cultural model,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,male,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,fq05-002,1930-1934,not specified,5: Excellent primary data,88
10384,415,cultural model,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,male,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,fq05-002,1930-1934,not specified,5: Excellent primary data,88
10385,416,cultural model,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,male,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,fq05-002,1930-1934,not specified,5: Excellent primary data,88
10386,417,cultural model,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,male,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,fq05-002,1930-1934,not specified,5: Excellent primary data,88
10387,418,cultural model,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,male,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,fq05-002,1930-1934,not specified,5: Excellent primary data,88
10388,419,both,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,male,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,fq05-002,1930-1934,not specified,5: Excellent primary data,88
10389,420,cultural model,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,male,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,fq05-002,1930-1934,not specified,5: Excellent primary data,88
10390,421,cultural model,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,male,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,fq05-002,1930-1934,not specified,5: Excellent primary data,88
10391,422,cultural model,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,male,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,fq05-002,1930-1934,not specified,5: Excellent primary data,88
10392,423,both,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,male,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,fq05-002,1930-1934,not specified,5: Excellent primary data,88
10393,424,case,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,male,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,fq05-002,1930-1934,not specified,5: Excellent primary data,88
10394,425,cultural model,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,male,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,fq05-002,1930-1934,not specified,5: Excellent primary data,88
10395,426,cultural model,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,male,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,fq05-002,1930-1934,not specified,5: Excellent primary data,88
10396,427,cultural model,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,male,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,fq05-002,1930-1934,not specified,5: Excellent primary data,88
10397,428,cultural model,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,male,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,fq05-002,1930-1934,not specified,5: Excellent primary data,88
10398,429,cultural model,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,male,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,fq05-002,1930-1934,not specified,5: Excellent primary data,88
10399,430,cultural model,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,male,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,fq05-002,1930-1934,not specified,5: Excellent primary data,88
10400,431,cultural model,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,male,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,fq05-002,1930-1934,not specified,5: Excellent primary data,88
10401,432,cultural model,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,female,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,1,fq05-007,1930-1934,not specified,5: Excellent primary data,89
10402,433,cultural model,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,male,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,fq05-007,1930-1934,not specified,5: Excellent primary data,89
10403,434,cultural model,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,male,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,fq05-007,1930-1934,not specified,5: Excellent primary data,89
10404,435,cultural model,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,male,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,fq05-007,1930-1934,not specified,5: Excellent primary data,89
10405,436,cultural model,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,male,1,1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,fq05-007,1930-1934,not specified,5: Excellent primary data,89
10406,437,cultural model,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,male,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,fq05-007,1930-1934,not specified,5: Excellent primary data,89
10407,438,cultural model,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,male,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,fq05-009,1930-1934,not specified,5: Excellent primary data,86
10408,439,cultural model,FQ09,Lozi,Africa,Southern Africa,other,7,-15.25,23,30,male,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,fq09-010,1940,not specified,"4: Excellent secondary data5: Excellent primary data",90
10409,440,cultural model,FQ09,Lozi,Africa,Southern Africa,other,7,-15.25,23,30,male,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,fq09-010,1940,not specified,"4: Excellent secondary data5: Excellent primary data",90
10410,441,cultural model,FQ09,Lozi,Africa,Southern Africa,other,7,-15.25,23,30,male,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,fq09-010,1940,not specified,"4: Excellent secondary data5: Excellent primary data",90
10411,442,cultural model,FQ09,Lozi,Africa,Southern Africa,other,7,-15.25,23,30,male,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,fq09-005,"1940, 1942",not specified,"4: Excellent secondary data5: Excellent primary data",91
10412,443,cultural model,FQ09,Lozi,Africa,Southern Africa,other,7,-15.25,23,30,male,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,fq09-005,"1940, 1942",not specified,"4: Excellent secondary data5: Excellent primary data",91
