"","cs_ID","cs_textrec_ID","cs_code_text_type","c_culture_code","c_name","c_region","c_subregion","c_subsistence_type","c_subsistence_code","c_latitude","c_longitude","c_cultural_complexity","cs_code_demo_sex","cs_code_dom_aggression","cs_code_dom_assert.autonomy","cs_code_dom_avoid.dom","cs_code_dom_fear","cs_code_dom_fighting","cs_code_dom_personality","cs_code_dom_reputation","cs_code_dom_strong","cs_code_neel_better.mates","cs_code_neel_big.family","cs_code_neel_intelligence","cs_code_neel_polygynous","cs_code_prestige_counsel","cs_code_prestige_emulated","cs_code_prestige_expertise","cs_code_prestige_family","cs_code_prestige_followers.expect.success","cs_code_prestige_likable","cs_code_pretige_respected","cs_code_vanvugt_coordinating","cs_code_vanvugt_strategic","prestige_counsel.f","prestige_emulated.f","prestige_expertise.f","prestige_family.f","prestige_followers.expect.success.f","prestige_likable.f","prestige_respected.f","neel_better.mates.f","neel_big.family.f","neel_intelligence.f","neel_polygynous.f","vanvugt_coordinating.f","vanvugt_strategic.f","dom_aggression.f","dom_assert.autonomy.f","dom_avoid.dom.f","dom_fear.f","dom_fighting.f","dom_personality.f","dom_reputation.f","dom_strong.f","subsistence2","dom_for","dom_against","dom_none","dom_sum","prestige_for","prestige_against","prestige_none","prestige_sum","neel_for","neel_against","neel_none","neel_sum","dom_totals","prest_totals"
"249",10129,139,"cultural model","FO07","Azande","Africa","Central Africa","horticulturalists",4,4.5,21.5,15,"male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","horticulturalists",0,0,8,0,0,0,7,0,0,0,4,0,0,0
"250",10130,140,"cultural model","FO07","Azande","Africa","Central Africa","horticulturalists",4,4.5,21.5,15,"male",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"evidence for","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","evidence for","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","horticulturalists",0,0,8,0,1,0,6,1,0,0,4,0,0,1
"251",10131,141,"cultural model","FO07","Azande","Africa","Central Africa","horticulturalists",4,4.5,21.5,15,"male",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","evidence for","no evidence","no evidence","evidence for","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","horticulturalists",0,0,8,0,0,0,7,0,1,0,3,1,0,0
"252",10132,142,"cultural model","FO07","Azande","Africa","Central Africa","horticulturalists",4,4.5,21.5,15,"male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","horticulturalists",0,0,8,0,0,0,7,0,0,0,4,0,0,0
"253",10133,143,"cultural model","FO07","Azande","Africa","Central Africa","horticulturalists",4,4.5,21.5,15,"male",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","evidence for","no evidence","evidence for","no evidence","no evidence","no evidence","no evidence","no evidence","horticulturalists",2,0,6,2,0,0,7,0,0,0,4,0,2,0
"254",10134,144,"cultural model","FO07","Azande","Africa","Central Africa","horticulturalists",4,4.5,21.5,15,"male",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","evidence for","no evidence","no evidence","evidence for","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","horticulturalists",1,0,7,1,0,0,7,0,0,0,4,0,1,0
"255",10135,145,"cultural model","FO07","Azande","Africa","Central Africa","horticulturalists",4,4.5,21.5,15,"male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","horticulturalists",0,0,8,0,0,0,7,0,0,0,4,0,0,0
"256",10136,146,"cultural model","FO04","Mbuti","Africa","Central Africa","foragers",1,1.5,28.5,2,"male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","hunter gatherers",0,0,8,0,0,0,7,0,0,0,4,0,0,0
"257",10137,147,"cultural model","FO04","Mbuti","Africa","Central Africa","foragers",1,1.5,28.5,2,"male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","hunter gatherers",0,0,8,0,0,0,7,0,0,0,4,0,0,0
"258",10138,148,"cultural model","FO04","Mbuti","Africa","Central Africa","foragers",1,1.5,28.5,2,"male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","hunter gatherers",0,0,8,0,0,0,7,0,0,0,4,0,0,0
"259",10139,149,"cultural model","FO04","Mbuti","Africa","Central Africa","foragers",1,1.5,28.5,2,"male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","hunter gatherers",0,0,8,0,0,0,7,0,0,0,4,0,0,0
"260",10140,150,"cultural model","FO04","Mbuti","Africa","Central Africa","foragers",1,1.5,28.5,2,"male",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,"evidence for","no evidence","no evidence","no evidence","no evidence","no evidence","evidence for","no evidence","no evidence","no evidence","no evidence","no evidence","evidence for","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","hunter gatherers",0,0,8,0,2,0,5,2,0,0,4,0,0,2
"261",10142,152,"cultural model","FO04","Mbuti","Africa","Central Africa","foragers",1,1.5,28.5,2,"both",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","hunter gatherers",0,0,8,0,0,0,7,0,0,0,4,0,0,0
"262",10143,153,"cultural model","FO04","Mbuti","Africa","Central Africa","foragers",1,1.5,28.5,2,"both",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","hunter gatherers",0,0,8,0,0,0,7,0,0,0,4,0,0,0
"263",10144,154,"cultural model","FO04","Mbuti","Africa","Central Africa","foragers",1,1.5,28.5,2,"male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","hunter gatherers",0,0,8,0,0,0,7,0,0,0,4,0,0,0
"264",10145,155,"cultural model","FO04","Mbuti","Africa","Central Africa","foragers",1,1.5,28.5,2,"male",0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","evidence against","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","hunter gatherers",0,1,7,1,0,0,7,0,0,0,4,0,-1,0
"265",10146,156,"cultural model","FO04","Mbuti","Africa","Central Africa","foragers",1,1.5,28.5,2,"male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","hunter gatherers",0,0,8,0,0,0,7,0,0,0,4,0,0,0
"266",10147,157,"cultural model","FO04","Mbuti","Africa","Central Africa","foragers",1,1.5,28.5,2,"male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"no evidence","no evidence","evidence for","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","evidence for","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","hunter gatherers",0,0,8,0,1,0,6,1,0,0,4,0,0,1
"267",10148,158,"cultural model","FO04","Mbuti","Africa","Central Africa","foragers",1,1.5,28.5,2,"unkown",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,"no evidence","no evidence","no evidence","evidence against","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","hunter gatherers",0,0,8,0,0,1,6,1,0,0,4,0,0,-1
"268",10149,159,"cultural model","FO04","Mbuti","Africa","Central Africa","foragers",1,1.5,28.5,2,"unkown",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","hunter gatherers",0,0,8,0,0,0,7,0,0,0,4,0,0,0
"269",10150,160,"cultural model","FO04","Mbuti","Africa","Central Africa","foragers",1,1.5,28.5,2,"unkown",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","hunter gatherers",0,0,8,0,0,0,7,0,0,0,4,0,0,0
"270",10153,163,"cultural model","FO04","Mbuti","Africa","Central Africa","foragers",1,1.5,28.5,2,"male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","hunter gatherers",0,0,8,0,0,0,7,0,0,0,4,0,0,0
"271",10154,164,"cultural model","FO04","Mbuti","Africa","Central Africa","foragers",1,1.5,28.5,2,"unkown",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","hunter gatherers",0,0,8,0,0,0,7,0,0,0,4,0,0,0
"272",10155,165,"cultural model","MP05","Amhara","Africa","Eastern Africa","intensive agriculturalists",5,10.5,38,20,"male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","agriculturalists",0,0,8,0,0,0,7,0,0,0,4,0,0,0
"273",10156,166,"cultural model","MP05","Amhara","Africa","Eastern Africa","intensive agriculturalists",5,10.5,38,20,"male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","agriculturalists",0,0,8,0,0,0,7,0,0,0,4,0,0,0
"274",10157,167,"cultural model","MP05","Amhara","Africa","Eastern Africa","intensive agriculturalists",5,10.5,38,20,"male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","agriculturalists",0,0,8,0,0,0,7,0,0,0,4,0,0,0
"275",10158,168,"cultural model","MP05","Amhara","Africa","Eastern Africa","intensive agriculturalists",5,10.5,38,20,"male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","agriculturalists",0,0,8,0,0,0,7,0,0,0,4,0,0,0
"276",10159,169,"cultural model","MP05","Amhara","Africa","Eastern Africa","intensive agriculturalists",5,10.5,38,20,"male",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"evidence for","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","agriculturalists",0,0,8,0,1,0,6,1,0,0,4,0,0,1
"277",10161,171,"cultural model","MP05","Amhara","Africa","Eastern Africa","intensive agriculturalists",5,10.5,38,20,"male",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","evidence for","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","evidence for","no evidence","no evidence","no evidence","no evidence","agriculturalists",1,0,7,1,1,0,6,1,0,0,4,0,1,1
"278",10162,172,"cultural model","MP05","Amhara","Africa","Eastern Africa","intensive agriculturalists",5,10.5,38,20,"male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","agriculturalists",0,0,8,0,0,0,7,0,0,0,4,0,0,0
"279",10163,173,"cultural model","MP05","Amhara","Africa","Eastern Africa","intensive agriculturalists",5,10.5,38,20,"male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","evidence for","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","agriculturalists",0,0,8,0,0,0,7,0,0,0,4,0,0,0
"280",10164,174,"cultural model","MP05","Amhara","Africa","Eastern Africa","intensive agriculturalists",5,10.5,38,20,"male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","agriculturalists",0,0,8,0,0,0,7,0,0,0,4,0,0,0
"281",10165,175,"cultural model","MP05","Amhara","Africa","Eastern Africa","intensive agriculturalists",5,10.5,38,20,"male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","agriculturalists",0,0,8,0,0,0,7,0,0,0,4,0,0,0
"282",10166,176,"cultural model","MP05","Amhara","Africa","Eastern Africa","intensive agriculturalists",5,10.5,38,20,"male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","agriculturalists",0,0,8,0,0,0,7,0,0,0,4,0,0,0
"283",10167,177,"cultural model","MP05","Amhara","Africa","Eastern Africa","intensive agriculturalists",5,10.5,38,20,"male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","agriculturalists",0,0,8,0,0,0,7,0,0,0,4,0,0,0
"284",10168,178,"cultural model","MP05","Amhara","Africa","Eastern Africa","intensive agriculturalists",5,10.5,38,20,"male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","agriculturalists",0,0,8,0,0,0,7,0,0,0,4,0,0,0
"285",10169,179,"cultural model","MP05","Amhara","Africa","Eastern Africa","intensive agriculturalists",5,10.5,38,20,"male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","evidence for","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","agriculturalists",0,0,8,0,0,0,7,0,0,0,4,0,0,0
"286",10170,180,"cultural model","MP05","Amhara","Africa","Eastern Africa","intensive agriculturalists",5,10.5,38,20,"male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","agriculturalists",0,0,8,0,0,0,7,0,0,0,4,0,0,0
"287",10171,181,"cultural model","MP05","Amhara","Africa","Eastern Africa","intensive agriculturalists",5,10.5,38,20,"male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","agriculturalists",0,0,8,0,0,0,7,0,0,0,4,0,0,0
"288",10172,182,"cultural model","MP05","Amhara","Africa","Eastern Africa","intensive agriculturalists",5,10.5,38,20,"male",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","evidence for","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","agriculturalists",1,0,7,1,0,0,7,0,0,0,4,0,1,0
"289",10173,183,"cultural model","MP05","Amhara","Africa","Eastern Africa","intensive agriculturalists",5,10.5,38,20,"male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"no evidence","no evidence","evidence for","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","evidence for","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","agriculturalists",0,0,8,0,1,0,6,1,0,0,4,0,0,1
"290",10178,188,"cultural model","MP05","Amhara","Africa","Eastern Africa","intensive agriculturalists",5,10.5,38,20,"male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","agriculturalists",0,0,8,0,0,0,7,0,0,0,4,0,0,0
"291",10179,189,"cultural model","MP05","Amhara","Africa","Eastern Africa","intensive agriculturalists",5,10.5,38,20,"male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","agriculturalists",0,0,8,0,0,0,7,0,0,0,4,0,0,0
"292",10181,189,"cultural model","MP05","Amhara","Africa","Eastern Africa","intensive agriculturalists",5,10.5,38,20,"male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","agriculturalists",0,0,8,0,0,0,7,0,0,0,4,0,0,0
"293",10182,190,"cultural model","MP05","Amhara","Africa","Eastern Africa","intensive agriculturalists",5,10.5,38,20,"male",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","evidence for","no evidence","no evidence","evidence for","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","agriculturalists",1,0,7,1,0,0,7,0,0,0,4,0,1,0
"294",10183,191,"cultural model","MP05","Amhara","Africa","Eastern Africa","intensive agriculturalists",5,10.5,38,20,"unkown",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","evidence for","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","agriculturalists",0,0,8,0,1,0,6,1,0,0,4,0,0,1
"295",10184,192,"cultural model","MP05","Amhara","Africa","Eastern Africa","intensive agriculturalists",5,10.5,38,20,"male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","agriculturalists",0,0,8,0,0,0,7,0,0,0,4,0,0,0
"296",10187,195,"cultural model","MP05","Amhara","Africa","Eastern Africa","intensive agriculturalists",5,10.5,38,20,"male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","evidence for","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","agriculturalists",0,0,8,0,0,0,7,0,0,0,4,0,0,0
"297",10190,197,"cultural model","MP05","Amhara","Africa","Eastern Africa","intensive agriculturalists",5,10.5,38,20,"male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","agriculturalists",0,0,8,0,0,0,7,0,0,0,4,0,0,0
"298",10191,198,"cultural model","MP05","Amhara","Africa","Eastern Africa","intensive agriculturalists",5,10.5,38,20,"male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","agriculturalists",0,0,8,0,0,0,7,0,0,0,4,0,0,0
"299",10192,199,"cultural model","MP05","Amhara","Africa","Eastern Africa","intensive agriculturalists",5,10.5,38,20,"unkown",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","evidence for","no evidence","no evidence","evidence for","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","agriculturalists",0,0,8,0,0,0,7,0,1,0,3,1,0,0
"300",10193,200,"cultural model","MP05","Amhara","Africa","Eastern Africa","intensive agriculturalists",5,10.5,38,20,"male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","agriculturalists",0,0,8,0,0,0,7,0,0,0,4,0,0,0
"301",10194,201,"cultural model","MP05","Amhara","Africa","Eastern Africa","intensive agriculturalists",5,10.5,38,20,"male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","agriculturalists",0,0,8,0,0,0,7,0,0,0,4,0,0,0
"302",10195,202,"cultural model","MP05","Amhara","Africa","Eastern Africa","intensive agriculturalists",5,10.5,38,20,"male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","agriculturalists",0,0,8,0,0,0,7,0,0,0,4,0,0,0
"303",10196,203,"cultural model","MP05","Amhara","Africa","Eastern Africa","intensive agriculturalists",5,10.5,38,20,"male",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","evidence for","no evidence","no evidence","evidence for","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","agriculturalists",0,0,8,0,0,0,7,0,1,0,3,1,0,0
